Business Name,City,County,Phone,Address,Business Type,Source,Notes
MING DYNASTY SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License,Independent
MISO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,1517 BROADWAY,Restaurant,ABC License,Independent
MISSION LIQUOR & FOOD,SACRAMENTO,Sacramento,,4654 WHITNEY AVE,Food Service,ABC License,Independent
MIYAGI BAR AND SUSHI,SACRAMENTO,Sacramento,,2580 FAIR OAKS BLVD,Bar,ABC License,Independent
MONSOON BURGER,SACRAMENTO,Sacramento,,4740 NATOMAS BLVD,Food Service,ABC License,Independent
MORALES CARNICERIA & MARKET,SACRAMENTO,Sacramento,,6830 STOCKTON BLVD,Food Service,ABC License,Independent
MORTON GOLF LLC,SACRAMENTO,Sacramento,,6801 FREEPORT BLVD,Food Service,ABC License,Independent
MOTHER LODE BAR & DELI THE,SACRAMENTO,Sacramento,,1424 SILICA AVE,Bar,ABC License,Independent
MOTHER RESTAURANT,SACRAMENTO,Sacramento,,2319 K ST,Restaurant,ABC License,Independent
MOUNTAIN MIKE'S PIZZA,SACRAMENTO,Sacramento,,5640 AUBURN BLVD,Food Service,ABC License,Independent
MOUNTAIN MIKES PIZZA,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Food Service,ABC License,Independent
MR B LIQUOR,SACRAMENTO,Sacramento,,5121 FOLSOM BLVD,Food Service,ABC License,Independent
MR. CRAB SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License,Independent
MUIR WAY MARKET,SACRAMENTO,Sacramento,,2736 MUIR WAY,Food Service,ABC License,Independent
MVP SPORTS GRILL,SACRAMENTO,Sacramento,,2110 L ST,Food Service,ABC License,Independent
NAGATO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,2820 MARCONI AVENUE,Restaurant,ABC License,Independent
NATOMAS FAMILY GOLF CENTER,SACRAMENTO,Sacramento,,3060 EL CENTRO RD,Food Service,ABC License,Independent
NATOMAS FOOD & LIQUOR,SACRAMENTO,Sacramento,,4000 E COMMERCE WAY,Food Service,ABC License,Independent
NATOMAS LIQUOR & DELI,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License,Independent
NATOMAS WINE AND SPIRITS,SACRAMENTO,Sacramento,,1620 W EL CAMINO AVE,Food Service,ABC License,Independent
NENAS MEXICAN RESTAURANT INC,SACRAMENTO,Sacramento,,232 JIBBOOM ST,Mexican Restaurant,ABC License,Independent
NEW ARCADE MARKET,SACRAMENTO,Sacramento,,3173 MARYSVILLE BLVD,Food Service,ABC License,Independent
NEW ASIA SUPERMARKET,SACRAMENTO,Sacramento,,6418 STOCKTON BLVD,Food Service,ABC License,Independent
NEW CHINA RESTAURANT,SACRAMENTO,Sacramento,,6363 RIVERSIDE BLVD,Restaurant,ABC License,Independent
NEW CHINA STATION RESTAURANT,SACRAMENTO,Sacramento,,8136 GERBER RD,Restaurant,ABC License,Independent
NEW KATHMANDU KITCHEN,SACRAMENTO,Sacramento,,3672 J ST,Food Service,ABC License,Independent
NEW OSAKA JAPANESE CUISINE LLC,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License,Independent
NEW STATION RESTAURANT,SACRAMENTO,Sacramento,,1800 BROADWAY,Restaurant,ABC License,Independent
NICK'S MARKET,SACRAMENTO,Sacramento,,1700 V ST,Food Service,ABC License,Independent
NIXTACO / BAWK!,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Mexican Restaurant,ABC License,Independent
NOOK BISTRO AND WINE BAR,SACRAMENTO,Sacramento,,3610 MCKINLEY BLVD,Bar,ABC License,Independent
NORTHGATE FOOD & LIQUOR,SACRAMENTO,Sacramento,,3016 NORTHGATE BLVD,Food Service,ABC License,Independent
O'MALLY'S PUB,SACRAMENTO,Sacramento,,1109 2ND ST,Food Service,ABC License,Independent
OAK PARK BARDEGA,SACRAMENTO,Sacramento,,3326 BROADWAY,Bar,ABC License,Independent
OAK PARK MARKET,SACRAMENTO,Sacramento,,3300 12TH AVE,Food Service,ABC License,Independent
OCEAN SUSHI,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Food Service,ABC License,Independent
OISHII SUSHI & HEARTBEAT KTV,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License,Independent
OLD TAVERN,SACRAMENTO,Sacramento,,1510 20TH ST,Bar,ABC License,Independent
OLD TAVERN DISTILLERY LLC,SACRAMENTO,Sacramento,,3443 RAMONA AVE,Bar,ABC License,Independent
ONE SPEED PIZZA,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License,Independent
ONE STOP MARKET,SACRAMENTO,Sacramento,,5960 24TH ST,Food Service,ABC License,Independent
ORCHID THAI,SACRAMENTO,Sacramento,,1609 16TH ST,Asian Restaurant,ABC License,Independent
ORIGAMI ASIAN GRILL,SACRAMENTO,Sacramento,,4801 FOLSOM BLVD,Asian Restaurant,ABC License,Independent
ORIGINAL CHICAGO PIZZA & CURRY THE,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License,Independent
OSAKA SUSHI,SACRAMENTO,Sacramento,,1200 K ST,Food Service,ABC License,Independent
OSHIMA SUSHI CHINA BISTRO & BAR,SACRAMENTO,Sacramento,,2071 NATOMAS CROSSING DR,Bar,ABC License,Independent
OSPREY 1 LIQUOR AND FOOD,SACRAMENTO,Sacramento,,2538 COTTAGE WAY,Food Service,ABC License,Independent
OTORO SUSHI & SHABU,SACRAMENTO,Sacramento,,2127-31 J ST,Food Service,ABC License,Independent
OTOS MARKET PLACE,SACRAMENTO,Sacramento,,4990 FREEPORT BLVD,Food Service,ABC License,Independent
OUR MUSHROOM TAVERN,SACRAMENTO,Sacramento,,3637 SOUTHPORT DR,Bar,ABC License,Independent
OZ KOREAN BBQ RESTAURANT,SACRAMENTO,Sacramento,,3343 BRADSHAW RD,Restaurant,ABC License,Independent
P & J GROCERY AND LIQUOR,SACRAMENTO,Sacramento,,4800 47TH AVE,Food Service,ABC License,Independent
PACIFIC MARKET,SACRAMENTO,Sacramento,,2500 P ST,Food Service,ABC License,Independent
PAL'S WINE & LIQUOR,SACRAMENTO,Sacramento,,7812 GERBER RD,Food Service,ABC License,Independent
PANGAEA CAFE,SACRAMENTO,Sacramento,,2743 FRANKLIN BLVD,Restaurant,ABC License,Independent
PARAGARYS BAR & OVEN,SACRAMENTO,Sacramento,,1401 28TH ST,Bar,ABC License,Independent
PARK & SAVE MARKET,SACRAMENTO,Sacramento,,3041 RIO LINDA BLVD,Food Service,ABC License,Independent
PARK TERRACE SWIMMING & TENNIS CLUB,SACRAMENTO,Sacramento,,5500 PARKFIELD CT,Food Service,ABC License,Independent
PEACE MARKET,SACRAMENTO,Sacramento,,1801 O ST,Food Service,ABC License,Independent
PENNISIS DELI,SACRAMENTO,Sacramento,,1237 J ST,Food Service,ABC License,Independent
PEOPLE SUPERMARKET INC,SACRAMENTO,Sacramento,,7478 STOCKTON BLVD,Food Service,ABC License,Independent
PETE'S RESTAURANT & BREWHOUSE,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Restaurant,ABC License,Independent
PETER FRANUS WINE COMPANY,SACRAMENTO,Sacramento,,1650 9TH AVE,Food Service,ABC License,Independent
PHAYA THAI HALAL,SACRAMENTO,Sacramento,,4310 MARCONI AVE,Asian Restaurant,ABC License,Independent
PHO BAC HOA VIET - BRADSHAW,SACRAMENTO,Sacramento,,3110 BRADSHAW RD,Food Service,ABC License,Independent
PHO BAC HOA VIET RESTAURANT,SACRAMENTO,Sacramento,,7600 GREENHAVEN DR,Restaurant,ABC License,Independent
PHO BOLSA,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License,Independent
PHO CITY VIETNAMESE CUISINE,SACRAMENTO,Sacramento,,6175 STOCKTON BLVD,Food Service,ABC License,Independent
PHO FRESH 2U,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Food Service,ABC License,Independent
PHO SAIGON BAY,SACRAMENTO,Sacramento,,1537 HOWE AVE,Food Service,ABC License,Independent
PHO VIET 2,SACRAMENTO,Sacramento,,1589 W EL CAMINO AVE,Food Service,ABC License,Independent
PHO VUNG TAU BAY,SACRAMENTO,Sacramento,,5880 ANTELOPE RD,Food Service,ABC License,Independent
PIER 50 SUSHI,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Food Service,ABC License,Independent
PINE COVE TAVERN,SACRAMENTO,Sacramento,,502 29TH ST,Bar,ABC License,Independent
PIZZA CLUB,SACRAMENTO,Sacramento,,6427 MACK RD,Food Service,ABC License,Independent
PIZZA SUPREME BEING,SACRAMENTO,Sacramento,,1425 14TH ST,Food Service,ABC License,Independent
PIZZA TWIST,SACRAMENTO,Sacramento,,2915 K ST,Food Service,ABC License,Independent
PIZZA WITH SPICE,SACRAMENTO,Sacramento,,1915 COSUMNES RIVER BLVD,Food Service,ABC License,Independent
PIZZASAURUS REX,SACRAMENTO,Sacramento,,2322 K ST,Food Service,ABC License,Independent
PLAN B RESTAURANT,SACRAMENTO,Sacramento,,555 LA SIERRA DR,Restaurant,ABC License,Independent
POCKET CLUB,SACRAMENTO,Sacramento,,5043 FREEPORT BLVD,Food Service,ABC License,Independent
POKE FIX FISH BAR,SACRAMENTO,Sacramento,,3880 TRUXEL RD,Bar,ABC License,Independent
PONDEROSA CIDER CO@ MIDTOWN FARMERS MARKET,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,Independent
PORCH RESTAURANT & BAR THE,SACRAMENTO,Sacramento,,1815 K ST,Bar,ABC License,Independent
PRESS CLUB,SACRAMENTO,Sacramento,,1119 21ST ST,Food Service,ABC License,Independent
PRESTIGE LIQUOR,SACRAMENTO,Sacramento,,1050 HOWE AVE,Food Service,ABC License,Independent
PRESTO FOOD & LIQUOR,SACRAMENTO,Sacramento,,6625 VALLEY HI DR,Food Service,ABC License,Independent
PRICE CUTTER MARKET,SACRAMENTO,Sacramento,,3033 HURLEY WAY,Food Service,ABC License,Independent
PRIME MARKET,SACRAMENTO,Sacramento,,861 FULTON AVE,Food Service,ABC License,Independent
PRIME TYME LOUNGE,SACRAMENTO,Sacramento,,8011 FLORIN RD,Bar,ABC License,Independent
PRIMETIME ATHLETICS SPORTS ARENA,SACRAMENTO,Sacramento,,1960 RAILROAD DR,Food Service,ABC License,Independent
PRIT MARKET,SACRAMENTO,Sacramento,,3946 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,Independent
PRIYA INDIAN CUISINE,SACRAMENTO,Sacramento,,1310 HOWE AVE,Food Service,ABC License,Independent
PS WINE BEER & GROCERY,SACRAMENTO,Sacramento,,2800 T ST,Food Service,ABC License,Independent
PUNCHLINE COMEDY CLUB,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Food Service,ABC License,Independent
Q STREET BAR & GRILL,SACRAMENTO,Sacramento,,2013 Q ST,Bar,ABC License,Independent
QUICK SHOP MARKET,SACRAMENTO,Sacramento,,2830 FRANKLIN BLVD,Food Service,ABC License,Independent
QUICK STOP MARKET #135,SACRAMENTO,Sacramento,,5764 ANTELOPE RD,Food Service,ABC License,Independent
QUIK STOP MARKET,SACRAMENTO,Sacramento,,8500 FLORIN RD,Food Service,ABC License,Independent
QUIK STOP MARKET #551096,SACRAMENTO,Sacramento,,3296 MARYSVILLE BLVD,Food Service,ABC License,Independent
QUIK STOP MARKET #551111,SACRAMENTO,Sacramento,,3920 FRUITRIDGE RD,Food Service,ABC License,Independent
QUIK STOP MARKET 2139,SACRAMENTO,Sacramento,,1295 FULTON AVE,Food Service,ABC License,Independent
RAINBOW MARKET,SACRAMENTO,Sacramento,,3810 MARYSVILLE BLVD,Food Service,ABC License,Independent
REPUBLIC BAR AND GRILL,SACRAMENTO,Sacramento,,908 15TH ST,Bar,ABC License,Independent
RESTAURANT DEPOT,SACRAMENTO,Sacramento,,1275 VINE ST,Restaurant,ABC License,Independent
REVOLUTION WINES,SACRAMENTO,Sacramento,,2831 S ST,Food Service,ABC License,Independent
RICE BOWL RESTAURANT,SACRAMENTO,Sacramento,,2378 FLORIN RD,Restaurant,ABC License,Independent
RICE NOODLES RESTAURANT,SACRAMENTO,Sacramento,,2836 ARDEN WAY,Restaurant,ABC License,Independent
RIVER PARK MARKET,SACRAMENTO,Sacramento,,5485 CARLSON DR,Food Service,ABC License,Independent
RIVERS EDGE CAFE,SACRAMENTO,Sacramento,,8740 LA RIVIERA DR,Restaurant,ABC License,Independent
RIVERSIDE CLUB HOUSE,SACRAMENTO,Sacramento,,2633 RIVERSIDE BLVD,Food Service,ABC License,Independent
ROBERTAS COCINA MEXICANA,SACRAMENTO,Sacramento,,5635 FREEPORT BLVD,Mexican Restaurant,ABC License,Independent
RODNEY'S CIGAR & LIQUOR INC,SACRAMENTO,Sacramento,,1000 J ST,Food Service,ABC License,Independent
ROSCOES BAR & BURGERS,SACRAMENTO,Sacramento,,2007 K ST,Bar,ABC License,Independent
ROSEMONT WINE & LIQUOR,SACRAMENTO,Sacramento,,9106 KIEFER BLVD,Food Service,ABC License,Independent
ROXIE DELI & BARBEQUE,SACRAMENTO,Sacramento,,3340 C ST,Bar,ABC License,Independent
ROYAL MARKET,SACRAMENTO,Sacramento,,1701 T ST,Food Service,ABC License,Independent
RUCHI INDIAN CUISINE,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Food Service,ABC License,Independent
S P LIQUOR,SACRAMENTO,Sacramento,,2630 NORTHGATE BLVD,Food Service,ABC License,Independent
S P LIQUORS,SACRAMENTO,Sacramento,,4556 AUBURN BLVD,Food Service,ABC License,Independent
SAC BREW BAR,SACRAMENTO,Sacramento,,1517-1519 19TH ST,Bar,ABC License,Independent
SAC CITY PIZZA,SACRAMENTO,Sacramento,,4400 FREEPORT BLVD,Food Service,ABC License,Independent
SACRAMENTO LIQUOR,SACRAMENTO,Sacramento,,3805 PASADENA AVE,Food Service,ABC License,Independent
SAI VAREE THAI CUISINE,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Asian Restaurant,ABC License,Independent
SAIGON ALLEY KITCHEN & BAR,SACRAMENTO,Sacramento,,4630 NATOMAS BLVD,Bar,ABC License,Independent
SAKURA GRILL BUFFET,SACRAMENTO,Sacramento,,2344 WATT AVE,Food Service,ABC License,Independent
SAM'S MARKET,SACRAMENTO,Sacramento,,1328-30 O ST,Food Service,ABC License,Independent
SAMMY'S RESTAURANT LLC,SACRAMENTO,Sacramento,,2021 DEL PASO BLVD,Restaurant,ABC License,Independent
SAMPINO'S KITCHEN AT JOE MARTY'S,SACRAMENTO,Sacramento,,1500 BROADWAY,Food Service,ABC License,Independent
SAMS CLUB 6622,SACRAMENTO,Sacramento,,8250 POWER INN RD,Food Service,ABC License,Independent
SAM’S BAKERY RESTAURANT AND CAFÉ,SACRAMENTO,Sacramento,,6171 STOCKTON BLVD,Restaurant,ABC License,Independent
SANDWICH SPOT THE,SACRAMENTO,Sacramento,,2108 11TH AVE,Food Service,ABC License,Independent
SANGHERAS HOUSE OF LIQUORS,SACRAMENTO,Sacramento,,5516 FLORIN RD,Food Service,ABC License,Independent
SANTINO'S PIZZA & PASTA,SACRAMENTO,Sacramento,,5757 HILLSDALE BLVD,Food Service,ABC License,Independent
SATORI SUSHI,SACRAMENTO,Sacramento,,2550 W EL CAMINO AVE,Food Service,ABC License,Independent
SAVE MART SUPERMARKETS 619,SACRAMENTO,Sacramento,,7960 GERBER RD,Food Service,ABC License,Independent
SAVE MART SUPERMARKETS 622,SACRAMENTO,Sacramento,,5600 FOLSOM BLVD,Food Service,ABC License,Independent
SAVE MART SUPERMARKETS 623,SACRAMENTO,Sacramento,,9137 KIEFER BLVD,Food Service,ABC License,Independent
SAWASDEE THAI CUISINE,SACRAMENTO,Sacramento,,1830 J ST,Asian Restaurant,ABC License,Independent
SCORE BAR AND LOUNGE,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License,Independent
SCOTTS SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,4350 RIVERSIDE BLVD,Bar,ABC License,Independent
SEAFOOD CITY SUPERMARKET,SACRAMENTO,Sacramento,,6051 MACK RD,Food Service,ABC License,Independent
SEAN MINOR WINES,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License,Independent
SELECT FINE WINE & LIQUOR ARENA WINE CAFE,SACRAMENTO,Sacramento,,4271 TRUXEL RD,Restaurant,ABC License,Independent
SELLAND'S MARKET CAFE,SACRAMENTO,Sacramento,,5340 & 5362 H ST,Restaurant,ABC License,Independent
SELLAND'S MARKET-CAFE,SACRAMENTO,Sacramento,,915 BROADWAY,Restaurant,ABC License,Independent
SELLANDS MARKET CAFE,SACRAMENTO,Sacramento,,5340 H ST,Restaurant,ABC License,Independent
SERV-RITE MARKET,SACRAMENTO,Sacramento,,3994 2ND AVE,Food Service,ABC License,Independent
SF SUPERMARKET,SACRAMENTO,Sacramento,,4562 MACK RD,Food Service,ABC License,Independent
SF SUPERMARKET INC,SACRAMENTO,Sacramento,,6930 65TH ST,Food Service,ABC License,Independent
SHOP BY RENDEZ-VOUS WINERY  THE,SACRAMENTO,Sacramento,,2025 16TH ST,Food Service,ABC License,Independent
SHOPPERS MARKET,SACRAMENTO,Sacramento,,1400 G ST,Food Service,ABC License,Independent
SHORT STOP FOOD AND LIQUOR,SACRAMENTO,Sacramento,,9545 FOLSOM BLVD,Food Service,ABC License,Independent
SIAM RESTAURANT,SACRAMENTO,Sacramento,,5100 FRANKLIN BLVD,Restaurant,ABC License,Independent
SIZZLER RESTAURANT,SACRAMENTO,Sacramento,,2901 ADVANTAGE WAY,Restaurant,ABC License,Independent
SKY DEVIL WINES,SACRAMENTO,Sacramento,,3361 SIERRA OAKS DR,Food Service,ABC License,Independent
SKY PARKWAY MARKET,SACRAMENTO,Sacramento,,5530 SKY PKWY,Food Service,ABC License,Independent
SMART & FINAL STORE #: 724,SACRAMENTO,Sacramento,,3315 NORTHGATE BLVD,Food Service,ABC License,Independent
SMASHBURGER,SACRAMENTO,Sacramento,,2565 FAIR OAKS BLVD.,Food Service,ABC License,Independent
SMASHBURGER #1755,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Food Service,ABC License,Independent
SMILE MARKET 2,SACRAMENTO,Sacramento,,9545 FOLSOM BLVD,Food Service,ABC License,Independent
SOCALS TAVERN,SACRAMENTO,Sacramento,,5200 FOLSOM BLVD,Bar,ABC License,Independent
SOCIAL NIGHTCLUB,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License,Independent
SOKU RAMEN & JUICE BAR,SACRAMENTO,Sacramento,,1221 ALHAMBRA BLVD,Bar,ABC License,Independent
SOUTH AREA MARKET,SACRAMENTO,Sacramento,,5220 FRUITRIDGE RD,Food Service,ABC License,Independent
SOUTH VILLA RESTAURANT,SACRAMENTO,Sacramento,,7223 55TH ST,Restaurant,ABC License,Independent
SOUTHERN SOUL RESTAURANT,SACRAMENTO,Sacramento,,1901 EL CAMINO AVE,Restaurant,ABC License,Independent
SOUTHSIDE MARKET,SACRAMENTO,Sacramento,,601 T ST,Food Service,ABC License,Independent
SPECIAL FOOD MARKET,SACRAMENTO,Sacramento,,4614 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,Independent
SPIRIT KINGS LIQUOR - NORTHGATE,SACRAMENTO,Sacramento,,3315 NORTHGATE BLVD,Food Service,ABC License,Independent
SPIRIT KINGS LIQUOR - W. EL CAMINO,SACRAMENTO,Sacramento,,1508 W EL CAMINO AVE,Food Service,ABC License,Independent
SPOTO WINES,SACRAMENTO,Sacramento,,3630 MEADOW LN,Food Service,ABC License,Independent
SPROUTS FARMERS MARKET #434,SACRAMENTO,Sacramento,,2735 MARCONI AVE,Food Service,ABC License,Independent
SPROUTS FARMERS MARKETS #422,SACRAMENTO,Sacramento,,2810 DEL PASO RD,Food Service,ABC License,Independent
STAGECOACH RESTAURANT,SACRAMENTO,Sacramento,,4365 FLORIN RD,Restaurant,ABC License,Independent
STANFORD MARKET,SACRAMENTO,Sacramento,,3404 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,Independent
STAR KTV LOUNGE,SACRAMENTO,Sacramento,,4543 FREEPORT BLVD,Bar,ABC License,Independent
STEAMERS BAKERY & CAFE,SACRAMENTO,Sacramento,,101 K ST,Restaurant,ABC License,Independent
STEVES PIZZA EAST SAC,SACRAMENTO,Sacramento,,3700 J ST,Food Service,ABC License,Independent
STOP 1 LIQUOR,SACRAMENTO,Sacramento,,4415 ELKHORN BLVD,Food Service,ABC License,Independent
STOP N SAVE LIQUOR & FOOD,SACRAMENTO,Sacramento,,4709 FLORIN RD,Food Service,ABC License,Independent
STORE #1011,SACRAMENTO,Sacramento,,8908 ELDER CREEK RD,Food Service,ABC License,Independent
STREETS PUB AND GRUB,SACRAMENTO,Sacramento,,1804 J ST,Food Service,ABC License,Independent
SUKI SUSHI,SACRAMENTO,Sacramento,,7311 W STOCKTON BLVD,Food Service,ABC License,Independent
SUN UP MARKET,SACRAMENTO,Sacramento,,2620 T ST,Food Service,ABC License,Independent
SUNFLOWER FARMERS MARKETS LLC,SACRAMENTO,Sacramento,,4408 DEL RIO RD,Food Service,ABC License,Independent
SUNLAND LIQUORS,SACRAMENTO,Sacramento,,2000 DEL PASO BLVD,Food Service,ABC License,Independent
SUNNYSIDE BREAKFAST & ASIAN FUSION,SACRAMENTO,Sacramento,,1221 19TH ST,Asian Restaurant,ABC License,Independent
SUPER 7 FOOD & LIQUOR,SACRAMENTO,Sacramento,,9689 FOLSOM BLVD UT A,Food Service,ABC License,Independent
SUPER TACO,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License,Independent
SUPER X MARKET,SACRAMENTO,Sacramento,,2711 FAIRFIELD ST,Food Service,ABC License,Independent
SUSHI CAFE,SACRAMENTO,Sacramento,,4491 FREEPORT BLVD,Restaurant,ABC License,Independent
SUSHI ELITE,SACRAMENTO,Sacramento,,4740 NATOMAS BLVD,Food Service,ABC License,Independent
SUSHI HOOK,SACRAMENTO,Sacramento,,813 HOWE AVE,Food Service,ABC License,Independent
SUSHI KAWA JAPANESE CUISINE,SACRAMENTO,Sacramento,,3535 FAIR OAKS BLVD,Food Service,ABC License,Independent
SUSHI PARADISE,SACRAMENTO,Sacramento,,1200 K ST,Food Service,ABC License,Independent
SUSHI Q,SACRAMENTO,Sacramento,,8325 ELK GROVE-FLORIN RD,Food Service,ABC License,Independent
SUSHI YO!,SACRAMENTO,Sacramento,,3521 ARDEN WAY,Food Service,ABC License,Independent
SUTTER CLUB,SACRAMENTO,Sacramento,,1220 9TH ST,Food Service,ABC License,Independent
SUTTER CLUB WINE SHOP THE,SACRAMENTO,Sacramento,,824 L ST,Food Service,ABC License,Independent
SUTTER LAWN TENNIS CLUB,SACRAMENTO,Sacramento,,3951 N ST,Food Service,ABC License,Independent
SUZIE BURGER,SACRAMENTO,Sacramento,,2820 P ST,Food Service,ABC License,Independent
SWABBIES RESTAURANT,SACRAMENTO,Sacramento,,5871 GARDEN HWY,Restaurant,ABC License,Independent
T & Z CHINESE RESTAURANT,SACRAMENTO,Sacramento,,2550 W EL CAMINO AVE,Restaurant,ABC License,Independent
T&Y SUPERMARKET,SACRAMENTO,Sacramento,,2835 NORWOOD AVE,Food Service,ABC License,Independent
TACO EXXPRESS #1,SACRAMENTO,Sacramento,,6368 POWER INN RD,Mexican Restaurant,ABC License,Independent
TACOA,SACRAMENTO,Sacramento,,6350 FOLSOM BLVD,Mexican Restaurant,ABC License,Independent
TACOS LA NUEVA,SACRAMENTO,Sacramento,,2217 & 2219 MARCONI AVE,Mexican Restaurant,ABC License,Independent
TACOS Y MARISCOS EL LIMON,SACRAMENTO,Sacramento,,7242 FRANKLIN BLVD,Mexican Restaurant,ABC License,Independent
TAJ SUPERMARKET,SACRAMENTO,Sacramento,,7933 E STOCKTON BLVD,Food Service,ABC License,Independent
TAKUMI IZAKAYA BAR,SACRAMENTO,Sacramento,,826 J ST,Bar,ABC License,Independent
TALLAC SPORTS INC,SACRAMENTO,Sacramento,,3982 60TH ST,Food Service,ABC License,Independent
TANDEM COFFEE & WINE,SACRAMENTO,Sacramento,,3100 FOLSOM BLVD,Food Service,ABC License,Independent
TANDOORI GRILL,SACRAMENTO,Sacramento,,7208 & 7210 FLORIN MALL DR,Food Service,ABC License,Independent
TANDOORI PIZZA,SACRAMENTO,Sacramento,,405 K ST,Food Service,ABC License,Independent
TANK HOUSE BBQ & BAR,SACRAMENTO,Sacramento,,1925 J ST,Bar,ABC License,Independent
TAPATIO BROTHERS MEXICAN MARKET,SACRAMENTO,Sacramento,,2414 HOWE AVE,Mexican Restaurant,ABC License,Independent
TAQUERIA JALISCO MEXICAN AND AMERICAN FOOD,SACRAMENTO,Sacramento,,330 16TH ST,Mexican Restaurant,ABC License,Independent
TAQUERIA ROBERTO JUNIOR MEXICAN FOOD,SACRAMENTO,Sacramento,,1580 W EL CAMINO AVE,Mexican Restaurant,ABC License,Independent
TASTY THAI RESTAURANT LLC,SACRAMENTO,Sacramento,,2598 ALTA ARDEN EXPY,Asian Restaurant,ABC License,Independent
TAYLORS KITCHEN,SACRAMENTO,Sacramento,,2924 FREEPORT BLVD,Food Service,ABC License,Independent
TAYLORS MARKET,SACRAMENTO,Sacramento,,2900 FREEPORT BLVD,Food Service,ABC License,Independent
TEA CUP CAFE,SACRAMENTO,Sacramento,,1614 21ST ST,Restaurant,ABC License,Independent
TEAL BEND GOLF CLUB,SACRAMENTO,Sacramento,,7200 GARDEN HWY,Food Service,ABC License,Independent
THAI BASIL RESTAURANT,SACRAMENTO,Sacramento,,2431 J ST UNIT A,Asian Restaurant,ABC License,Independent
