Business Name,City,County,Phone,Address,Business Type,Source,Notes
CITY LIQUOR & FOOD,SACRAMENTO,Sacramento,,7595 FRANKLIN BLVD,Food Service,ABC License,Independent
CLUB 2 ME,SACRAMENTO,Sacramento,,4738 J ST,Food Service,ABC License,Independent
CLUB RAVEN,SACRAMENTO,Sacramento,,3246 J ST,Food Service,ABC License,Independent
CLUBHOUSE 56,SACRAMENTO,Sacramento,,723 56TH ST,Food Service,ABC License,Independent
CLUBHOUSE AT HERITAGE PARK,SACRAMENTO,Sacramento,,2481 HERITAGE PARK LN,Food Service,ABC License,Independent
CO DO DELI,SACRAMENTO,Sacramento,,6665 STOCKTON BLVD,Food Service,ABC License,Independent
COCOMILK CAFE,SACRAMENTO,Sacramento,,6519 SAVINGS PL,Restaurant,ABC License,Independent
COMFORT MARKET,SACRAMENTO,Sacramento,,2800 RIO LINDA BLVD,Food Service,ABC License,Independent
COMPLEX GRILL,SACRAMENTO,Sacramento,,3450 LONGVIEW DR,Food Service,ABC License,Independent
COMPTON HOLIDAY MARKET,SACRAMENTO,Sacramento,,4065 MCKINLEY BLVD,Food Service,ABC License,Independent
CON AZUCAR CAFE,SACRAMENTO,Sacramento,,630 K ST,Restaurant,ABC License,Independent
CORDOVA KTV CAFE LLC,SACRAMENTO,Sacramento,,9721 FOLSOM BLVD,Restaurant,ABC License,Independent
CORIANDER VIETNAMESE RESTAURANT,SACRAMENTO,Sacramento,,1899 ALHAMBRA BLVD,Restaurant,ABC License,Independent
CORNERSTONE REDLIGHT  REDLIGHT LOUNGE,SACRAMENTO,Sacramento,,2326 J ST,Bar,ABC License,Independent
CORTI BROS MARKET,SACRAMENTO,Sacramento,,5810 FOLSOM BLVD,Food Service,ABC License,Independent
COUNTRY CLUB CINEMA,SACRAMENTO,Sacramento,,2405 BUTANO DR,Food Service,ABC License,Independent
COURT LIQUOR,SACRAMENTO,Sacramento,,6225 FRANKLIN BLVD,Food Service,ABC License,Independent
CRAB CITY RESTAURANT AND DESSERTS,SACRAMENTO,Sacramento,,7837 STOCKTON BLVD,Restaurant,ABC License,Independent
CREOLE SOUL RESTAURANT & BAR OAKLAND,SACRAMENTO,Sacramento,,2026 BROADWAY,Bar,ABC License,Independent
CREST THEATER EMPRESS TAVERN,SACRAMENTO,Sacramento,,1013 K ST,Bar,ABC License,Independent
CUATRO AMIGOS MEXICAN GRILL,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Mexican Restaurant,ABC License,Independent
CURRYPIZZAHOUSE,SACRAMENTO,Sacramento,,4261 TRUXEL RD,Food Service,ABC License,Independent
CURTIS PARK MARKET,SACRAMENTO,Sacramento,,2703 24TH ST,Food Service,ABC License,Independent
CVS PHARMACY STORE 2290,SACRAMENTO,Sacramento,,1587 W EL CAMINO AVE,Food Service,ABC License,Independent
CVS PHARMACY STORE 3066,SACRAMENTO,Sacramento,,8351 ELK GROVE FLORIN RD,Food Service,ABC License,Independent
CVS PHARMACY STORE 3943,SACRAMENTO,Sacramento,,5039 FOLSOM BLVD,Food Service,ABC License,Independent
CVS PHARMACY STORE 4151,SACRAMENTO,Sacramento,,2050 CLUB CENTER DR,Food Service,ABC License,Independent
CVS PHARMACY STORE 5225,SACRAMENTO,Sacramento,,2636 MARCONI AVE,Food Service,ABC License,Independent
CVS PHARMACY STORE 9972,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Food Service,ABC License,Independent
DADS SANDWICHES,SACRAMENTO,Sacramento,,1310 S ST,Food Service,ABC License,Independent
DAIKON KOREAN BBQ,SACRAMENTO,Sacramento,,3636 N FREEWAY BLVD,Food Service,ABC License,Independent
DANTE CLUB OF SACRAMENTO,SACRAMENTO,Sacramento,,2330 FAIR OAKS BLVD,Food Service,ABC License,Independent
DAT THANH RESTAURANT,SACRAMENTO,Sacramento,,5035 FRUITRIDGE RD,Restaurant,ABC License,Independent
DEL PASO COUNTRY CLUB,SACRAMENTO,Sacramento,,3333 MARCONI AVE,Food Service,ABC License,Independent
DEL VALLE SUPERMARKET,SACRAMENTO,Sacramento,,7870 FLORIN RD,Food Service,ABC License,Independent
DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,5225 ELKHORN BLVD,Food Service,ABC License,Independent
DISCOUNT LIQUOR & CIGARETTES,SACRAMENTO,Sacramento,,4631 FREEPORT BLVD,Food Service,ABC License,Independent
DISCOUNT LIQUORS & FOOD,SACRAMENTO,Sacramento,,7725 STOCKTON BLVD,Food Service,ABC License,Independent
DIVE BAR,SACRAMENTO,Sacramento,,1016 K ST,Bar,ABC License,Independent
DIVINA COLOMBIAN CAFE & LATIN AMERICAN RESTAURANT,SACRAMENTO,Sacramento,,6201 FRANKLIN BLVD,Restaurant,ABC License,Independent
DOCO MARKET,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License,Independent
DOLLAR TREE STORE 1229,SACRAMENTO,Sacramento,,7020 STOCKTON BLVD,Food Service,ABC License,Independent
DOMA KOREAN RESTAURANT,SACRAMENTO,Sacramento,,9521 FOLSOM BLVD,Restaurant,ABC License,Independent
DON QUIXOTES MEXICAN GRILL,SACRAMENTO,Sacramento,,2648 WATT AVE,Mexican Restaurant,ABC License,Independent
DOS COYOTES BORDER CAFE,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Restaurant,ABC License,Independent
DUMPLING KING ASIAN CUISINE,SACRAMENTO,Sacramento,,1118 16TH ST,Asian Restaurant,ABC License,Independent
DYNASTY KTV AND CAFE,SACRAMENTO,Sacramento,,6833 STOCKTON BLVD,Restaurant,ABC License,Independent
EAGLE GAS & LIQUOR,SACRAMENTO,Sacramento,,4646 EL CAMINO AVE,Food Service,ABC License,Independent
EAST PATIO MEXICANO INC,SACRAMENTO,Sacramento,,5100 FOLSOM BLVD,Mexican Restaurant,ABC License,Independent
ECONOMY LIQUOR & FOOD,SACRAMENTO,Sacramento,,6685 STOCKTON BLVD,Food Service,ABC License,Independent
ED'S MARKET,SACRAMENTO,Sacramento,,2600 C ST,Food Service,ABC License,Independent
EDOKKO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,358 FLORIN RD,Restaurant,ABC License,Independent
EL CAMINO MARKET,SACRAMENTO,Sacramento,,1010 EL CAMINO AVE,Food Service,ABC License,Independent
EL FORASTERO MEXICAN FOOD,SACRAMENTO,Sacramento,,850 EL CAMINO AVE,Mexican Restaurant,ABC License,Independent
EL FORASTERO MEXICAN FOOD #2,SACRAMENTO,Sacramento,,8949 FOLSOM BLVD,Mexican Restaurant,ABC License,Independent
EL IZOTE RESTAURANT LLC,SACRAMENTO,Sacramento,,5650 POWER INN RD,Restaurant,ABC License,Independent
EL MESON DEL SOL MEXICAN GRILL,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License,Independent
EL NOVILLERO RESTAURANT,SACRAMENTO,Sacramento,,4216 FRANKLIN BLVD,Restaurant,ABC License,Independent
EL PUESTO COCINA AND LOUNGE,SACRAMENTO,Sacramento,,7521 W STOCKTON BLVD,Bar,ABC License,Independent
EL RINCON RESTAURANT,SACRAMENTO,Sacramento,,3030 T ST,Restaurant,ABC License,Independent
EL RONCO RESTAURANT INC,SACRAMENTO,Sacramento,,6666 STOCKTON BLVD,Restaurant,ABC License,Independent
EL SUPER TACO,SACRAMENTO,Sacramento,,6200 MACK RD,Mexican Restaurant,ABC License,Independent
EL TAPATIO MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3521 TRUXEL RD,Mexican Restaurant,ABC License,Independent
EL TITO KITCHEN,SACRAMENTO,Sacramento,,2330 ARDEN WAY,Food Service,ABC License,Independent
ELDER CREEK MARKET,SACRAMENTO,Sacramento,,7033 ELDER CREEK RD,Food Service,ABC License,Independent
ELIXIR BAR & GRILL,SACRAMENTO,Sacramento,,1815 10TH ST,Bar,ABC License,Independent
ELLA DINING ROOM AND BAR,SACRAMENTO,Sacramento,,1131 K ST,Bar,ABC License,Independent
ERNESTOS MEXICAN FOOD,SACRAMENTO,Sacramento,,1901 16TH ST,Mexican Restaurant,ABC License,Independent
ERNIES LIQUOR,SACRAMENTO,Sacramento,,5735 HILLSDALE BLVD,Food Service,ABC License,Independent
ESCAPE LOUNGE,SACRAMENTO,Sacramento,,6850 AIRPORT BLVD,Bar,ABC License,Independent
ESMERALDA'S CAFE,SACRAMENTO,Sacramento,,5825 MADISON AVE,Restaurant,ABC License,Independent
EXOTIC WINE CLUB,SACRAMENTO,Sacramento,,836 57TH ST  STE 120,Food Service,ABC License,Independent
FABULIST PIZZA,SACRAMENTO,Sacramento,,3269 FOLSOM BLVD,Food Service,ABC License,Independent
FAMILY MARKET,SACRAMENTO,Sacramento,,4310 73RD ST,Food Service,ABC License,Independent
FAR EAST CAFE,SACRAMENTO,Sacramento,,5014 FREEPORT BLVD,Restaurant,ABC License,Independent
FAST STOP FOOD STORE,SACRAMENTO,Sacramento,,750 46TH ST,Food Service,ABC License,Independent
FAT DUCKS PIZZA,SACRAMENTO,Sacramento,,7925 BRUCEVILLE RD,Food Service,ABC License,Independent
FELICITA WINE COMPANY,SACRAMENTO,Sacramento,,1015 2ND ST,Food Service,ABC License,Independent
FIELD HOUSE AMERICAN SPORTS PUB  THE,SACRAMENTO,Sacramento,,1833 FULTON AVE,Food Service,ABC License,Independent
FINNEGANS PUB,SACRAMENTO,Sacramento,,1030 2ND ST,Food Service,ABC License,Independent
FIRE WINGS,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License,Independent
FIRE WINGS HOWE,SACRAMENTO,Sacramento,,1229 HOWE AVE,Food Service,ABC License,Independent
FIREFLY LOUNGE,SACRAMENTO,Sacramento,,1443 FULTON AVE,Bar,ABC License,Independent
FLAME CLUB,SACRAMENTO,Sacramento,,2130 16TH ST,Food Service,ABC License,Independent
FLAMING GRILL,SACRAMENTO,Sacramento,,2380 WATT AVE,Food Service,ABC License,Independent
FLATSTICK PUB,SACRAMENTO,Sacramento,,630 K ST,Food Service,ABC License,Independent
FLOREZ BAR & GRILL,SACRAMENTO,Sacramento,,5900 S LAND PARK DR,Bar,ABC License,Independent
FORTUNE HOUSE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License,Independent
FOUR BEARS WINERY,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License,Independent
FOUR OAKS MARKET,SACRAMENTO,Sacramento,,2140 GRAND AVE,Food Service,ABC License,Independent
FOX & GOOSE PUBLIC HOUSE,SACRAMENTO,Sacramento,,1001 R ST,Food Service,ABC License,Independent
FRANK FATS RESTAURANT,SACRAMENTO,Sacramento,,806 L ST,Restaurant,ABC License,Independent
FRANKIE'S PIZZA,SACRAMENTO,Sacramento,,200 K ST,Food Service,ABC License,Independent
FREEPORT BAR & GRILL,SACRAMENTO,Sacramento,,8259 FREEPORT BLVD,Bar,ABC License,Independent
FREEPORT MARKET,SACRAMENTO,Sacramento,,8101 FREEPORT BLVD,Food Service,ABC License,Independent
FREEPORT WINE COUNTRY INN,SACRAMENTO,Sacramento,,8201 FREEPORT BLVD,Food Service,ABC License,Independent
FREMONT MARKET,SACRAMENTO,Sacramento,,2330 N ST,Food Service,ABC License,Independent
FULTON PHO,SACRAMENTO,Sacramento,,3100 FULTON AVE,Food Service,ABC License,Independent
GAMIBURGER,SACRAMENTO,Sacramento,,2301 K ST,Food Service,ABC License,Independent
GEN KOREAN BBQ HOUSE,SACRAMENTO,Sacramento,,1689 ARDEN WAY,Food Service,ABC License,Independent
GENERAL STORE AND DELI,SACRAMENTO,Sacramento,,500 CAPITOL MALL,Food Service,ABC License,Independent
GENKI KITCHEN,SACRAMENTO,Sacramento,,855 57TH ST,Food Service,ABC License,Independent
GILL BRO'S MARKET,SACRAMENTO,Sacramento,,5219 ELKHORN BLVD,Food Service,ABC License,Independent
GIOS CAFE & BREW,SACRAMENTO,Sacramento,,7850 STOCKTON BLVD,Restaurant,ABC License,Independent
GIOVANNIS PIZZARIA,SACRAMENTO,Sacramento,,5924 S LAND PARK DR,Food Service,ABC License,Independent
GK DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,8484 FLORIN RD,Food Service,ABC License,Independent
GOEMANS BAR,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License,Independent
GOLD STAR SUPERMARKET,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License,Independent
GOLDEN BOWLS MONGOLIAN BAR B Q,SACRAMENTO,Sacramento,,9529 FOLSOM BLVD,Bar,ABC License,Independent
GOLDEN DRAGON RESTAURANT,SACRAMENTO,Sacramento,,2800 BROADWAY UT 1,Restaurant,ABC License,Independent
GOLDEN OAKS MARKET,SACRAMENTO,Sacramento,,3560 DEL PASO BLVD,Food Service,ABC License,Independent
GOOD FRIENDS RESTAURANT,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Restaurant,ABC License,Independent
GRAND HOTPOT LOUNGE,SACRAMENTO,Sacramento,,2346 FLORIN RD,Bar,ABC License,Independent
GRINDSTONE WINES @ NATOMAS CFM,SACRAMENTO,Sacramento,,2501 NEW MARKET DR,Food Service,ABC License,Independent
GRUB THAI,SACRAMENTO,Sacramento,,524 12TH ST,Asian Restaurant,ABC License,Independent
GURU FARMS MARKET,SACRAMENTO,Sacramento,,523 BROADWAY,Food Service,ABC License,Independent
H&S ENERGY PRODUCTS  LLC STORE #3075,SACRAMENTO,Sacramento,,4231 ARDEN WAY,Food Service,ABC License,Independent
H&S ENERGY PRODUCTS  LLC STORE #3077,SACRAMENTO,Sacramento,,3300 BRADSHAW RD,Food Service,ABC License,Independent
H&SENERGY PRODUCTS  LLC STORE #3078,SACRAMENTO,Sacramento,,9700 JACKSON RD,Food Service,ABC License,Independent
HAGGIN OAKS GOLF COMPLEX,SACRAMENTO,Sacramento,,3645 FULTON AVE,Food Service,ABC License,Independent
HANA TSUBAKI RESTAURANT,SACRAMENTO,Sacramento,,5006 J ST,Restaurant,ABC License,Independent
HAPPY BAR,SACRAMENTO,Sacramento,,5236 BRADSHAW RD,Bar,ABC License,Independent
HARLOW WINES,SACRAMENTO,Sacramento,,8160 14TH AVE,Food Service,ABC License,Independent
HARRY'S LOUNGE,SACRAMENTO,Sacramento,,4557 AUBURN BLVD,Bar,ABC License,Independent
HARUMI SUSHI & HIBACHI,SACRAMENTO,Sacramento,,3541 TRUXEL RD,Food Service,ABC License,Independent
HENRYS LOUNGE,SACRAMENTO,Sacramento,,2019 O ST,Bar,ABC License,Independent
HERINGER ESTATES @ CERTIFIED FARMER'S MARKET OF SA,SACRAMENTO,Sacramento,,8TH & W ST STATE PRK LOT,Food Service,ABC License,Independent
HERINGER ESTATES WINERY  LLC,SACRAMENTO,Sacramento,,8981 DISTRICT CT,Food Service,ABC License,Independent
HHS AM PM MINI MART,SACRAMENTO,Sacramento,,3800 47TH AVE,Food Service,ABC License,Independent
HI & BUY LIQUOR,SACRAMENTO,Sacramento,,5301 FRUITRIDGE RD,Food Service,ABC License,Independent
HI & BUY MARKET,SACRAMENTO,Sacramento,,7591 24TH ST,Food Service,ABC License,Independent
HIGHLAND CHINESE RESTAURANT,SACRAMENTO,Sacramento,,4347 ELKHORN BLVD,Restaurant,ABC License,Independent
HILLTOP TAVERN THE,SACRAMENTO,Sacramento,,4757 FOLSOM BLVD,Bar,ABC License,Independent
HOLIDAY VILLA RESTAURANT,SACRAMENTO,Sacramento,,7007 S LAND PARK DR,Restaurant,ABC License,Independent
HOMEROS MEXICAN FOOD,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Mexican Restaurant,ABC License,Independent
HOUSE KITCHEN AND BAR,SACRAMENTO,Sacramento,,555 CAPITOL MALL,Bar,ABC License,Independent
IMMORTAL CAFE & SUPPLY,SACRAMENTO,Sacramento,,1111 H ST,Restaurant,ABC License,Independent
INTUITION COFFEE & WINE,SACRAMENTO,Sacramento,,1728 21ST ST,Food Service,ABC License,Independent
IRONHORSE TAVERN,SACRAMENTO,Sacramento,,1800 15TH ST,Bar,ABC License,Independent
ITS SUSHI,SACRAMENTO,Sacramento,,8132 DELTA SHORES CIR S,Food Service,ABC License,Independent
J STREET LIQUORS,SACRAMENTO,Sacramento,,3712 J ST,Food Service,ABC License,Independent
JACKS URBAN EATS,SACRAMENTO,Sacramento,,4730 NATOMAS BLVD,Restaurant,ABC License,Independent
JACKS URBAN EATS NO.2,SACRAMENTO,Sacramento,,545 MUNROE ST,Restaurant,ABC License,Independent
JACKS URBAN EATS NO.5,SACRAMENTO,Sacramento,,2137 GOLDEN CENTRE LN,Restaurant,ABC License,Independent
JADE FOUNTAIN RESTAURANT,SACRAMENTO,Sacramento,,5021 FREEPORT BLVD,Restaurant,ABC License,Independent
JALISCO RESTAURANT AUTHENTIC MEXICAN FOOD,SACRAMENTO,Sacramento,,5207 MADISON AVE,Mexican Restaurant,ABC License,Independent
JAMIE'S BROADWAY GRILLE,SACRAMENTO,Sacramento,,427 BROADWAY,Food Service,ABC License,Independent
JANDO'S MEXICAN FOOD,SACRAMENTO,Sacramento,,4591 FRUITRIDGE RD,Mexican Restaurant,ABC License,Independent
JENSAI SUSHI,SACRAMENTO,Sacramento,,2210 16TH ST,Food Service,ABC License,Independent
JIMBOYS TACOS 12,SACRAMENTO,Sacramento,,5551 FRANKLIN BLVD,Mexican Restaurant,ABC License,Independent
JIMMY'S PERUVIAN & MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3032 AUBURN BLVD,Mexican Restaurant,ABC License,Independent
JJ KOREAN BBQ,SACRAMENTO,Sacramento,,9729 FOLSOM BLVD,Food Service,ABC License,Independent
JK FOOD LIQUOR AND WINE,SACRAMENTO,Sacramento,,8321 FOLSOM BLVD,Food Service,ABC License,Independent
JONECK'S WINE LOUNGE,SACRAMENTO,Sacramento,,2231 J ST,Bar,ABC License,Independent
JP THAI KITCHEN,SACRAMENTO,Sacramento,,6004 FREEPORT BLVD,Asian Restaurant,ABC License,Independent
JS RAILROAD CAFE,SACRAMENTO,Sacramento,,1844 AUBURN BLVD,Restaurant,ABC License,Independent
JUJU KITCHEN & COCKTAILS,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License,Independent
JUNO'S COCKTAILS & KITCHEN,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License,Independent
KANSAI RAMEN & SUSHI HOUSE,SACRAMENTO,Sacramento,,2992 65TH ST,Food Service,ABC License,Independent
KARMA BREW PUB,SACRAMENTO,Sacramento,,1530 16TH ST.,Food Service,ABC License,Independent
KICOS MEXICAN FOOD,SACRAMENTO,Sacramento,,2324 ARDEN WY,Mexican Restaurant,ABC License,Independent
KIN THAI STREET EATERY,SACRAMENTO,Sacramento,,1050 20TH ST,Asian Restaurant,ABC License,Independent
KING PALACE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,5829 STOCKTON BLVD,Restaurant,ABC License,Independent
KING WINE & LIQUOR,SACRAMENTO,Sacramento,,1328 FULTON AVE,Food Service,ABC License,Independent
KING WINE & LIQUOR #2,SACRAMENTO,Sacramento,,2346 FRUITRIDGE RD,Food Service,ABC License,Independent
KING WINE & LIQUOR #6,SACRAMENTO,Sacramento,,3407 EL CAMINO AVE,Food Service,ABC License,Independent
KING WINE & LIQUOR 3,SACRAMENTO,Sacramento,,1120 FULTON AVE,Food Service,ABC License,Independent
KINGS SUPERMARKET,SACRAMENTO,Sacramento,,400 EL CAMINO AVE,Food Service,ABC License,Independent
KINJO HAND ROLL BAR,SACRAMENTO,Sacramento,,2026 16TH ST,Bar,ABC License,Independent
KIRCHHOFF FAMILY WINES @ MIDTOWN CERTIFIED FARMER',SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,Independent
KITCHEN 15,SACRAMENTO,Sacramento,,1630 K ST,Food Service,ABC License,Independent
KITCHEN THE,SACRAMENTO,Sacramento,,915 BROADWAY,Food Service,ABC License,Independent
KOBE SUSHI BAR AND GRILL,SACRAMENTO,Sacramento,,2057 ARENA BLVD,Bar,ABC License,Independent
KODAIKO RAMEN & BAR,SACRAMENTO,Sacramento,,718 K ST,Bar,ABC License,Independent
KOJA KITCHEN,SACRAMENTO,Sacramento,,732 K ST,Food Service,ABC License,Independent
KOSHI RAMEN BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License,Independent
KRU CONTEMPORARY JAPANESE CUISINE,SACRAMENTO,Sacramento,,3135 FOLSOM BLVD,Food Service,ABC License,Independent
KRU RESTAURANT,SACRAMENTO,Sacramento,,2516 J ST,Restaurant,ABC License,Independent
KURA REVOLVING SUSHI BAR,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Bar,ABC License,Independent
KWIK SHOP MARKET,SACRAMENTO,Sacramento,,6230 FRUITRIDGE RD,Food Service,ABC License,Independent
KYOTO SUSHI BAR GRILL & RAMEN,SACRAMENTO,Sacramento,,1724 BROADWAY,Bar,ABC License,Independent
LA BANGIN TACOS,SACRAMENTO,Sacramento,,1600 FULTON AVE,Mexican Restaurant,ABC License,Independent
LA BARCA BIRRIA & MARISCOS,SACRAMENTO,Sacramento,,2400 FLORIN RD,Bar,ABC License,Independent
LA COSTA CAFE,SACRAMENTO,Sacramento,,701 19TH ST,Restaurant,ABC License,Independent
LA ESPERANZA SUPERMARKET OF SACRAMENTO,SACRAMENTO,Sacramento,,5040 FRANKLIN BLVD,Food Service,ABC License,Independent
LA FLOR PUPUSAS GRILL,SACRAMENTO,Sacramento,,2440 FULTON AVE,Food Service,ABC License,Independent
LA MISION RESTAURANT,SACRAMENTO,Sacramento,,4439 FLORIN RD,Restaurant,ABC License,Independent
LA PANTERA CLUB,SACRAMENTO,Sacramento,,3121 26TH AVE,Food Service,ABC License,Independent
LA POPULAR RESTAURANT,SACRAMENTO,Sacramento,,9180 KIEFER BLVD,Restaurant,ABC License,Independent
LA POPULAR SUPERMARKET INC,SACRAMENTO,Sacramento,,9180 KIEFER BLVD UNIT A,Food Service,ABC License,Independent
LA RIVIERA FOOD & LIQUOR,SACRAMENTO,Sacramento,,9331 LA RIVIERA DR,Food Service,ABC License,Independent
LA SONSONATECA RESTAURANT,SACRAMENTO,Sacramento,,5243 ELKHORN BLVD,Restaurant,ABC License,Independent
LA TERRAZA MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,1027 2ND ST,Mexican Restaurant,ABC License,Independent
LAKEVIEW ESTATE & WINERY,SACRAMENTO,Sacramento,,9005 RIVER RD,Food Service,ABC License,Independent
LAMPPOST PIZZA,SACRAMENTO,Sacramento,,8065 ELK GROVE FLORIN RD,Food Service,ABC License,Independent
LAYALINA RESTAURANT & BAR,SACRAMENTO,Sacramento,,1596 HOWE AVE,Bar,ABC License,Independent
LEGENDS SPORTS LLC,SACRAMENTO,Sacramento,,547 L ST,Food Service,ABC License,Independent
LIANG'S KOREAN FOODIE HOUSE,SACRAMENTO,Sacramento,,3643 BRADSHAW RD,Food Service,ABC License,Independent
LICHINE'S LIQUOR & DELI,SACRAMENTO,Sacramento,,7107 S LAND PARK DR,Food Service,ABC License,Independent
LIMELIGHT BAR AND CAFE,SACRAMENTO,Sacramento,,1014 ALHAMBRA BLVD,Bar,ABC License,Independent
LIQUOR KING,SACRAMENTO,Sacramento,,5620 FRANKLIN BLVD,Food Service,ABC License,Independent
LIQUOR LAND,SACRAMENTO,Sacramento,,2630 MARCONI AVE,Food Service,ABC License,Independent
LIQUOR LOCKER,SACRAMENTO,Sacramento,,3399 WATT AVE,Food Service,ABC License,Independent
LIQUOR LOFT,SACRAMENTO,Sacramento,,9791 LINCOLN VILLAGE DR 1,Food Service,ABC License,Independent
LIQUOR VIDEO CENTER,SACRAMENTO,Sacramento,,7137 WALERGA RD,Food Service,ABC License,Independent
LOCK & KEY TAPAS + BAR  THE,SACRAMENTO,Sacramento,,2718 J ST,Bar,ABC License,Independent
LOCKED BARREL,SACRAMENTO,Sacramento,,921 11TH ST,Bar,ABC License,Independent
LOLA'S LOUNGE,SACRAMENTO,Sacramento,,2424 16TH ST,Bar,ABC License,Independent
LONG SANDWICHES & RESTAURANT,SACRAMENTO,Sacramento,,6451 STOCKTON BLVD,Restaurant,ABC License,Independent
LOS JARRITOS RESTAURANT,SACRAMENTO,Sacramento,,2509 BROADWAY,Restaurant,ABC License,Independent
LOTTERY LIQUOR,SACRAMENTO,Sacramento,,8655 FOLSOM BLVD,Food Service,ABC License,Independent
LOTUS THAI CUISINE,SACRAMENTO,Sacramento,,425 J ST,Asian Restaurant,ABC License,Independent
LUCCA RESTAURANT,SACRAMENTO,Sacramento,,1615 J ST,Restaurant,ABC License,Independent
LUCID WINERY@ MIDTOWN  FARMERS MARKET SACRAMENTO C,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,Independent
LUCIDITY WINE MERCHANTS,SACRAMENTO,Sacramento,,6590 LONGRIDGE WY,Food Service,ABC License,Independent
LUIGI'S PIZZA PARLOR,SACRAMENTO,Sacramento,,3800 STOCKTON BLVD,Food Service,ABC License,Independent
LUMBERJACKS RESTAURANT,SACRAMENTO,Sacramento,,5820 MADISON AVE,Restaurant,ABC License,Independent
M & B DISCOUNT LIQUORS,SACRAMENTO,Sacramento,,2230 EL CAMINO AVE,Food Service,ABC License,Independent
M & M LIQUOR AND FOOD,SACRAMENTO,Sacramento,,8969 FOLSOM BLVD,Food Service,ABC License,Independent
M & N LIQUOR & DELI,SACRAMENTO,Sacramento,,8722 LA RIVIERA DR,Food Service,ABC License,Independent
MAKISU SUSHI,SACRAMENTO,Sacramento,,2338 FAIR OAKS BLVD,Food Service,ABC License,Independent
MANGO'S CANTINA & GRILL,SACRAMENTO,Sacramento,,1930 K ST,Food Service,ABC License,Independent
MARINAS RESTAURANT,SACRAMENTO,Sacramento,,2267 NORTHGATE BLVD,Restaurant,ABC License,Independent
MARTHA'S TAQUERIA AUTHENTIC MEXICAN FOOD INC,SACRAMENTO,Sacramento,,7753 ROSEVILLE RD,Mexican Restaurant,ABC License,Independent
MAS TACO BAR,SACRAMENTO,Sacramento,,3535 FAIR OAKS BLVD,Mexican Restaurant,ABC License,Independent
MASLAN WINES,SACRAMENTO,Sacramento,,3400 COTTAGE WAY,Food Service,ABC License,Independent
MASONS MA FONGS PARK ULTRA LOUNGE,SACRAMENTO,Sacramento,,1431 L ST,Bar,ABC License,Independent
MAYA TRADITIONAL MEXICAN CUISINE,SACRAMENTO,Sacramento,,455 BERCUT DR,Mexican Restaurant,ABC License,Independent
ME'S KITCHEN,SACRAMENTO,Sacramento,,2610 FAIR OAKS BLVD,Food Service,ABC License,Independent
MENDOCINO FARMS SANDWICH MARKET,SACRAMENTO,Sacramento,,4730 FREEPORT BLVD,Food Service,ABC License,Independent
METAPHOR WINES  INCORPORATED,SACRAMENTO,Sacramento,,420 HOPKINS RD,Food Service,ABC License,Independent
METRO FOOD AND LIQUOR,SACRAMENTO,Sacramento,,5380 H ST,Food Service,ABC License,Independent
MEZCALL GRILL,SACRAMENTO,Sacramento,,5701 BROADWAY,Food Service,ABC License,Independent
MI CANTINA RESTAURANT,SACRAMENTO,Sacramento,,2425 NORTHGATE BLVD,Restaurant,ABC License,Independent
MIDTOWN LIVE SPORTS AND EVENTS,SACRAMENTO,Sacramento,,1630 J ST,Food Service,ABC License,Independent
MIDTOWN LOUNGE,SACRAMENTO,Sacramento,,1111 24TH ST,Bar,ABC License,Independent
MIKES LIQUOR,SACRAMENTO,Sacramento,,5621 HILLSDALE BLVD,Food Service,ABC License,Independent
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,SACRAMENTO,Sacramento,,1530 J ST,Bar,ABC License,Independent
MILANO PIZZA  INC,SACRAMENTO,Sacramento,,3900 60TH ST,Food Service,ABC License,Independent
