Business Name,City,County,State,Phone,Address,Type,Source,Category
PACIFIC MARKET,SACRAMENTO,Sacramento,CA,,2500 P ST,Food Service,ABC License Data,ABC_LICENSE
PAL'S WINE & LIQUOR,SACRAMENTO,Sacramento,CA,,7812 GERBER RD,Food Service,ABC License Data,ABC_LICENSE
PANGAEA CAFE,SACRAMENTO,Sacramento,CA,,2743 FRANKLIN BLVD,Restaurant,ABC License Data,ABC_LICENSE
PARAGARYS BAR & OVEN,SACRAMENTO,Sacramento,CA,,1401 28TH ST,Bar,ABC License Data,ABC_LICENSE
PARK & SAVE MARKET,SACRAMENTO,Sacramento,CA,,3041 RIO LINDA BLVD,Food Service,ABC License Data,ABC_LICENSE
PARK TERRACE SWIMMING & TENNIS CLUB,SACRAMENTO,Sacramento,CA,,5500 PARKFIELD CT,Food Service,ABC License Data,ABC_LICENSE
PEACE MARKET,SACRAMENTO,Sacramento,CA,,1801 O ST,Food Service,ABC License Data,ABC_LICENSE
PENNISIS DELI,SACRAMENTO,Sacramento,CA,,1237 J ST,Food Service,ABC License Data,ABC_LICENSE
PEOPLE SUPERMARKET INC,SACRAMENTO,Sacramento,CA,,7478 STOCKTON BLVD,Food Service,ABC License Data,ABC_LICENSE
PETE'S RESTAURANT & BREWHOUSE,SACRAMENTO,Sacramento,CA,,2100 ARDEN WAY,Restaurant,ABC License Data,ABC_LICENSE
PETER FRANUS WINE COMPANY,SACRAMENTO,Sacramento,CA,,1650 9TH AVE,Food Service,ABC License Data,ABC_LICENSE
PHAYA THAI HALAL,SACRAMENTO,Sacramento,CA,,4310 MARCONI AVE,Asian Restaurant,ABC License Data,ABC_LICENSE
PHO BAC HOA VIET - BRADSHAW,SACRAMENTO,Sacramento,CA,,3110 BRADSHAW RD,Food Service,ABC License Data,ABC_LICENSE
PHO BAC HOA VIET RESTAURANT,SACRAMENTO,Sacramento,CA,,7600 GREENHAVEN DR,Restaurant,ABC License Data,ABC_LICENSE
PHO BOLSA,SACRAMENTO,Sacramento,CA,,5815 STOCKTON BLVD,Food Service,ABC License Data,ABC_LICENSE
PHO CITY VIETNAMESE CUISINE,SACRAMENTO,Sacramento,CA,,6175 STOCKTON BLVD,Food Service,ABC License Data,ABC_LICENSE
PHO FRESH 2U,SACRAMENTO,Sacramento,CA,,8325 ELK GROVE FLORIN RD,Food Service,ABC License Data,ABC_LICENSE
PHO SAIGON BAY,SACRAMENTO,Sacramento,CA,,1537 HOWE AVE,Food Service,ABC License Data,ABC_LICENSE
PHO VIET 2,SACRAMENTO,Sacramento,CA,,1589 W EL CAMINO AVE,Food Service,ABC License Data,ABC_LICENSE
PHO VUNG TAU BAY,SACRAMENTO,Sacramento,CA,,5880 ANTELOPE RD,Food Service,ABC License Data,ABC_LICENSE
PIER 50 SUSHI,SACRAMENTO,Sacramento,CA,,1735 ARDEN WAY,Food Service,ABC License Data,ABC_LICENSE
PINE COVE TAVERN,SACRAMENTO,Sacramento,CA,,502 29TH ST,Bar,ABC License Data,ABC_LICENSE
PIZZA CLUB,SACRAMENTO,Sacramento,CA,,6427 MACK RD,Food Service,ABC License Data,ABC_LICENSE
PIZZA SUPREME BEING,SACRAMENTO,Sacramento,CA,,1425 14TH ST,Food Service,ABC License Data,ABC_LICENSE
PIZZA TWIST,SACRAMENTO,Sacramento,CA,,2915 K ST,Food Service,ABC License Data,ABC_LICENSE
PIZZA WITH SPICE,SACRAMENTO,Sacramento,CA,,1915 COSUMNES RIVER BLVD,Food Service,ABC License Data,ABC_LICENSE
PIZZASAURUS REX,SACRAMENTO,Sacramento,CA,,2322 K ST,Food Service,ABC License Data,ABC_LICENSE
PLAN B RESTAURANT,SACRAMENTO,Sacramento,CA,,555 LA SIERRA DR,Restaurant,ABC License Data,ABC_LICENSE
POCKET CLUB,SACRAMENTO,Sacramento,CA,,5043 FREEPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
POKE FIX FISH BAR,SACRAMENTO,Sacramento,CA,,3880 TRUXEL RD,Bar,ABC License Data,ABC_LICENSE
PONDEROSA CIDER CO@ MIDTOWN FARMERS MARKET,SACRAMENTO,Sacramento,CA,,1050 20TH ST,Food Service,ABC License Data,ABC_LICENSE
PORCH RESTAURANT & BAR THE,SACRAMENTO,Sacramento,CA,,1815 K ST,Bar,ABC License Data,ABC_LICENSE
PRESS CLUB,SACRAMENTO,Sacramento,CA,,1119 21ST ST,Food Service,ABC License Data,ABC_LICENSE
PRESTIGE LIQUOR,SACRAMENTO,Sacramento,CA,,1050 HOWE AVE,Food Service,ABC License Data,ABC_LICENSE
PRESTO FOOD & LIQUOR,SACRAMENTO,Sacramento,CA,,6625 VALLEY HI DR,Food Service,ABC License Data,ABC_LICENSE
PRICE CUTTER MARKET,SACRAMENTO,Sacramento,CA,,3033 HURLEY WAY,Food Service,ABC License Data,ABC_LICENSE
PRIME MARKET,SACRAMENTO,Sacramento,CA,,861 FULTON AVE,Food Service,ABC License Data,ABC_LICENSE
PRIME TYME LOUNGE,SACRAMENTO,Sacramento,CA,,8011 FLORIN RD,Bar,ABC License Data,ABC_LICENSE
PRIMETIME ATHLETICS SPORTS ARENA,SACRAMENTO,Sacramento,CA,,1960 RAILROAD DR,Food Service,ABC License Data,ABC_LICENSE
PRIT MARKET,SACRAMENTO,Sacramento,CA,,3946 MARTIN LUTHER KING JR BLVD,Food Service,ABC License Data,ABC_LICENSE
PRIYA INDIAN CUISINE,SACRAMENTO,Sacramento,CA,,1310 HOWE AVE,Food Service,ABC License Data,ABC_LICENSE
PS WINE BEER & GROCERY,SACRAMENTO,Sacramento,CA,,2800 T ST,Food Service,ABC License Data,ABC_LICENSE
PUNCHLINE COMEDY CLUB,SACRAMENTO,Sacramento,CA,,2100 ARDEN WAY,Food Service,ABC License Data,ABC_LICENSE
Q STREET BAR & GRILL,SACRAMENTO,Sacramento,CA,,2013 Q ST,Bar,ABC License Data,ABC_LICENSE
QUICK SHOP MARKET,SACRAMENTO,Sacramento,CA,,2830 FRANKLIN BLVD,Food Service,ABC License Data,ABC_LICENSE
QUICK STOP MARKET #135,SACRAMENTO,Sacramento,CA,,5764 ANTELOPE RD,Food Service,ABC License Data,ABC_LICENSE
QUIK STOP MARKET,SACRAMENTO,Sacramento,CA,,8500 FLORIN RD,Food Service,ABC License Data,ABC_LICENSE
QUIK STOP MARKET #551096,SACRAMENTO,Sacramento,CA,,3296 MARYSVILLE BLVD,Food Service,ABC License Data,ABC_LICENSE
QUIK STOP MARKET #551111,SACRAMENTO,Sacramento,CA,,3920 FRUITRIDGE RD,Food Service,ABC License Data,ABC_LICENSE
QUIK STOP MARKET 2139,SACRAMENTO,Sacramento,CA,,1295 FULTON AVE,Food Service,ABC License Data,ABC_LICENSE
RAINBOW MARKET,SACRAMENTO,Sacramento,CA,,3810 MARYSVILLE BLVD,Food Service,ABC License Data,ABC_LICENSE
REPUBLIC BAR AND GRILL,SACRAMENTO,Sacramento,CA,,908 15TH ST,Bar,ABC License Data,ABC_LICENSE
RESTAURANT DEPOT,SACRAMENTO,Sacramento,CA,,1275 VINE ST,Restaurant,ABC License Data,ABC_LICENSE
REVOLUTION WINES,SACRAMENTO,Sacramento,CA,,2831 S ST,Food Service,ABC License Data,ABC_LICENSE
RICE BOWL RESTAURANT,SACRAMENTO,Sacramento,CA,,2378 FLORIN RD,Restaurant,ABC License Data,ABC_LICENSE
RICE NOODLES RESTAURANT,SACRAMENTO,Sacramento,CA,,2836 ARDEN WAY,Restaurant,ABC License Data,ABC_LICENSE
RIVER PARK MARKET,SACRAMENTO,Sacramento,CA,,5485 CARLSON DR,Food Service,ABC License Data,ABC_LICENSE
RIVERS EDGE CAFE,SACRAMENTO,Sacramento,CA,,8740 LA RIVIERA DR,Restaurant,ABC License Data,ABC_LICENSE
RIVERSIDE CLUB HOUSE,SACRAMENTO,Sacramento,CA,,2633 RIVERSIDE BLVD,Food Service,ABC License Data,ABC_LICENSE
ROBERTAS COCINA MEXICANA,SACRAMENTO,Sacramento,CA,,5635 FREEPORT BLVD,Mexican Restaurant,ABC License Data,ABC_LICENSE
RODNEY'S CIGAR & LIQUOR INC,SACRAMENTO,Sacramento,CA,,1000 J ST,Food Service,ABC License Data,ABC_LICENSE
ROSCOES BAR & BURGERS,SACRAMENTO,Sacramento,CA,,2007 K ST,Bar,ABC License Data,ABC_LICENSE
ROSEMONT WINE & LIQUOR,SACRAMENTO,Sacramento,CA,,9106 KIEFER BLVD,Food Service,ABC License Data,ABC_LICENSE
ROUND TABLE PIZZA,SACRAMENTO,Sacramento,CA,,4680 NATOMAS BLVD,Food Service,ABC License Data,ABC_LICENSE
ROXIE DELI & BARBEQUE,SACRAMENTO,Sacramento,CA,,3340 C ST,Bar,ABC License Data,ABC_LICENSE
ROYAL MARKET,SACRAMENTO,Sacramento,CA,,1701 T ST,Food Service,ABC License Data,ABC_LICENSE
RUCHI INDIAN CUISINE,SACRAMENTO,Sacramento,CA,,2600 GATEWAY OAKS DR,Food Service,ABC License Data,ABC_LICENSE
S P LIQUOR,SACRAMENTO,Sacramento,CA,,2630 NORTHGATE BLVD,Food Service,ABC License Data,ABC_LICENSE
S P LIQUORS,SACRAMENTO,Sacramento,CA,,4556 AUBURN BLVD,Food Service,ABC License Data,ABC_LICENSE
SAC BREW BAR,SACRAMENTO,Sacramento,CA,,1517-1519 19TH ST,Bar,ABC License Data,ABC_LICENSE
SAC CITY PIZZA,SACRAMENTO,Sacramento,CA,,4400 FREEPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
SACRAMENTO LIQUOR,SACRAMENTO,Sacramento,CA,,3805 PASADENA AVE,Food Service,ABC License Data,ABC_LICENSE
SAI VAREE THAI CUISINE,SACRAMENTO,Sacramento,CA,,7485 RUSH RIVER DR,Asian Restaurant,ABC License Data,ABC_LICENSE
SAIGON ALLEY KITCHEN & BAR,SACRAMENTO,Sacramento,CA,,4630 NATOMAS BLVD,Bar,ABC License Data,ABC_LICENSE
SAKURA GRILL BUFFET,SACRAMENTO,Sacramento,CA,,2344 WATT AVE,Food Service,ABC License Data,ABC_LICENSE
SAM'S MARKET,SACRAMENTO,Sacramento,CA,,1328-30 O ST,Food Service,ABC License Data,ABC_LICENSE
SAMMY'S RESTAURANT LLC,SACRAMENTO,Sacramento,CA,,2021 DEL PASO BLVD,Restaurant,ABC License Data,ABC_LICENSE
SAMPINO'S KITCHEN AT JOE MARTY'S,SACRAMENTO,Sacramento,CA,,1500 BROADWAY,Food Service,ABC License Data,ABC_LICENSE
SAMS CLUB 6622,SACRAMENTO,Sacramento,CA,,8250 POWER INN RD,Food Service,ABC License Data,ABC_LICENSE
SAM’S BAKERY RESTAURANT AND CAFÉ,SACRAMENTO,Sacramento,CA,,6171 STOCKTON BLVD,Restaurant,ABC License Data,ABC_LICENSE
SANDWICH SPOT THE,SACRAMENTO,Sacramento,CA,,2108 11TH AVE,Food Service,ABC License Data,ABC_LICENSE
SANGHERAS HOUSE OF LIQUORS,SACRAMENTO,Sacramento,CA,,5516 FLORIN RD,Food Service,ABC License Data,ABC_LICENSE
SANTINO'S PIZZA & PASTA,SACRAMENTO,Sacramento,CA,,5757 HILLSDALE BLVD,Food Service,ABC License Data,ABC_LICENSE
SATORI SUSHI,SACRAMENTO,Sacramento,CA,,2550 W EL CAMINO AVE,Food Service,ABC License Data,ABC_LICENSE
SAVE MART SUPERMARKETS 619,SACRAMENTO,Sacramento,CA,,7960 GERBER RD,Food Service,ABC License Data,ABC_LICENSE
SAVE MART SUPERMARKETS 622,SACRAMENTO,Sacramento,CA,,5600 FOLSOM BLVD,Food Service,ABC License Data,ABC_LICENSE
SAVE MART SUPERMARKETS 623,SACRAMENTO,Sacramento,CA,,9137 KIEFER BLVD,Food Service,ABC License Data,ABC_LICENSE
SAWASDEE THAI CUISINE,SACRAMENTO,Sacramento,CA,,1830 J ST,Asian Restaurant,ABC License Data,ABC_LICENSE
SCORE BAR AND LOUNGE,SACRAMENTO,Sacramento,CA,,7123 FRANKLIN BLVD,Bar,ABC License Data,ABC_LICENSE
SCOTTS SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,CA,,4350 RIVERSIDE BLVD,Bar,ABC License Data,ABC_LICENSE
SEAFOOD CITY SUPERMARKET,SACRAMENTO,Sacramento,CA,,6051 MACK RD,Food Service,ABC License Data,ABC_LICENSE
SEAN MINOR WINES,SACRAMENTO,Sacramento,CA,,2277 FAIR OAKS BLVD,Food Service,ABC License Data,ABC_LICENSE
SELECT FINE WINE & LIQUOR ARENA WINE CAFE,SACRAMENTO,Sacramento,CA,,4271 TRUXEL RD,Restaurant,ABC License Data,ABC_LICENSE
SELLAND'S MARKET CAFE,SACRAMENTO,Sacramento,CA,,5340 & 5362 H ST,Restaurant,ABC License Data,ABC_LICENSE
SELLAND'S MARKET-CAFE,SACRAMENTO,Sacramento,CA,,915 BROADWAY,Restaurant,ABC License Data,ABC_LICENSE
SELLANDS MARKET CAFE,SACRAMENTO,Sacramento,CA,,5340 H ST,Restaurant,ABC License Data,ABC_LICENSE
SERV-RITE MARKET,SACRAMENTO,Sacramento,CA,,3994 2ND AVE,Food Service,ABC License Data,ABC_LICENSE
SF SUPERMARKET,SACRAMENTO,Sacramento,CA,,4562 MACK RD,Food Service,ABC License Data,ABC_LICENSE
SF SUPERMARKET INC,SACRAMENTO,Sacramento,CA,,6930 65TH ST,Food Service,ABC License Data,ABC_LICENSE
SHOP BY RENDEZ-VOUS WINERY  THE,SACRAMENTO,Sacramento,CA,,2025 16TH ST,Food Service,ABC License Data,ABC_LICENSE
SHOPPERS MARKET,SACRAMENTO,Sacramento,CA,,1400 G ST,Food Service,ABC License Data,ABC_LICENSE
SHORT STOP FOOD AND LIQUOR,SACRAMENTO,Sacramento,CA,,9545 FOLSOM BLVD,Food Service,ABC License Data,ABC_LICENSE
SIAM RESTAURANT,SACRAMENTO,Sacramento,CA,,5100 FRANKLIN BLVD,Restaurant,ABC License Data,ABC_LICENSE
SIZZLER RESTAURANT,SACRAMENTO,Sacramento,CA,,2901 ADVANTAGE WAY,Restaurant,ABC License Data,ABC_LICENSE
SKY DEVIL WINES,SACRAMENTO,Sacramento,CA,,3361 SIERRA OAKS DR,Food Service,ABC License Data,ABC_LICENSE
SKY PARKWAY MARKET,SACRAMENTO,Sacramento,CA,,5530 SKY PKWY,Food Service,ABC License Data,ABC_LICENSE
SMART & FINAL STORE #: 724,SACRAMENTO,Sacramento,CA,,3315 NORTHGATE BLVD,Food Service,ABC License Data,ABC_LICENSE
SMASHBURGER,SACRAMENTO,Sacramento,CA,,2565 FAIR OAKS BLVD.,Food Service,ABC License Data,ABC_LICENSE
SMASHBURGER #1755,SACRAMENTO,Sacramento,CA,,1600 ETHAN WAY,Food Service,ABC License Data,ABC_LICENSE
SMILE MARKET 2,SACRAMENTO,Sacramento,CA,,9545 FOLSOM BLVD,Food Service,ABC License Data,ABC_LICENSE
SOCALS TAVERN,SACRAMENTO,Sacramento,CA,,5200 FOLSOM BLVD,Bar,ABC License Data,ABC_LICENSE
SOCIAL NIGHTCLUB,SACRAMENTO,Sacramento,CA,,1000 K ST,Food Service,ABC License Data,ABC_LICENSE
SOKU RAMEN & JUICE BAR,SACRAMENTO,Sacramento,CA,,1221 ALHAMBRA BLVD,Bar,ABC License Data,ABC_LICENSE
SOUTH AREA MARKET,SACRAMENTO,Sacramento,CA,,5220 FRUITRIDGE RD,Food Service,ABC License Data,ABC_LICENSE
SOUTH VILLA RESTAURANT,SACRAMENTO,Sacramento,CA,,7223 55TH ST,Restaurant,ABC License Data,ABC_LICENSE
SOUTHERN SOUL RESTAURANT,SACRAMENTO,Sacramento,CA,,1901 EL CAMINO AVE,Restaurant,ABC License Data,ABC_LICENSE
SOUTHSIDE MARKET,SACRAMENTO,Sacramento,CA,,601 T ST,Food Service,ABC License Data,ABC_LICENSE
SPECIAL FOOD MARKET,SACRAMENTO,Sacramento,CA,,4614 MARTIN LUTHER KING JR BLVD,Food Service,ABC License Data,ABC_LICENSE
SPIRIT KINGS LIQUOR - NORTHGATE,SACRAMENTO,Sacramento,CA,,3315 NORTHGATE BLVD,Food Service,ABC License Data,ABC_LICENSE
SPIRIT KINGS LIQUOR - W. EL CAMINO,SACRAMENTO,Sacramento,CA,,1508 W EL CAMINO AVE,Food Service,ABC License Data,ABC_LICENSE
SPOTO WINES,SACRAMENTO,Sacramento,CA,,3630 MEADOW LN,Food Service,ABC License Data,ABC_LICENSE
SPROUTS FARMERS MARKET #434,SACRAMENTO,Sacramento,CA,,2735 MARCONI AVE,Food Service,ABC License Data,ABC_LICENSE
SPROUTS FARMERS MARKETS #422,SACRAMENTO,Sacramento,CA,,2810 DEL PASO RD,Food Service,ABC License Data,ABC_LICENSE
STAGECOACH RESTAURANT,SACRAMENTO,Sacramento,CA,,4365 FLORIN RD,Restaurant,ABC License Data,ABC_LICENSE
STANFORD MARKET,SACRAMENTO,Sacramento,CA,,3404 MARTIN LUTHER KING JR BLVD,Food Service,ABC License Data,ABC_LICENSE
STAR KTV LOUNGE,SACRAMENTO,Sacramento,CA,,4543 FREEPORT BLVD,Bar,ABC License Data,ABC_LICENSE
STEAMERS BAKERY & CAFE,SACRAMENTO,Sacramento,CA,,101 K ST,Restaurant,ABC License Data,ABC_LICENSE
STEVES PIZZA EAST SAC,SACRAMENTO,Sacramento,CA,,3700 J ST,Food Service,ABC License Data,ABC_LICENSE
STOP 1 LIQUOR,SACRAMENTO,Sacramento,CA,,4415 ELKHORN BLVD,Food Service,ABC License Data,ABC_LICENSE
STOP N SAVE LIQUOR & FOOD,SACRAMENTO,Sacramento,CA,,4709 FLORIN RD,Food Service,ABC License Data,ABC_LICENSE
STORE #1011,SACRAMENTO,Sacramento,CA,,8908 ELDER CREEK RD,Food Service,ABC License Data,ABC_LICENSE
STREETS PUB AND GRUB,SACRAMENTO,Sacramento,CA,,1804 J ST,Food Service,ABC License Data,ABC_LICENSE
SUKI SUSHI,SACRAMENTO,Sacramento,CA,,7311 W STOCKTON BLVD,Food Service,ABC License Data,ABC_LICENSE
SUN UP MARKET,SACRAMENTO,Sacramento,CA,,2620 T ST,Food Service,ABC License Data,ABC_LICENSE
SUNFLOWER FARMERS MARKETS LLC,SACRAMENTO,Sacramento,CA,,4408 DEL RIO RD,Food Service,ABC License Data,ABC_LICENSE
SUNLAND LIQUORS,SACRAMENTO,Sacramento,CA,,2000 DEL PASO BLVD,Food Service,ABC License Data,ABC_LICENSE
SUNNYSIDE BREAKFAST & ASIAN FUSION,SACRAMENTO,Sacramento,CA,,1221 19TH ST,Asian Restaurant,ABC License Data,ABC_LICENSE
SUPER 7 FOOD & LIQUOR,SACRAMENTO,Sacramento,CA,,9689 FOLSOM BLVD UT A,Food Service,ABC License Data,ABC_LICENSE
SUPER TACO,SACRAMENTO,Sacramento,CA,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
SUPER X MARKET,SACRAMENTO,Sacramento,CA,,2711 FAIRFIELD ST,Food Service,ABC License Data,ABC_LICENSE
SUSHI CAFE,SACRAMENTO,Sacramento,CA,,4491 FREEPORT BLVD,Restaurant,ABC License Data,ABC_LICENSE
SUSHI ELITE,SACRAMENTO,Sacramento,CA,,4740 NATOMAS BLVD,Food Service,ABC License Data,ABC_LICENSE
SUSHI HOOK,SACRAMENTO,Sacramento,CA,,813 HOWE AVE,Food Service,ABC License Data,ABC_LICENSE
SUSHI KAWA JAPANESE CUISINE,SACRAMENTO,Sacramento,CA,,3535 FAIR OAKS BLVD,Food Service,ABC License Data,ABC_LICENSE
SUSHI PARADISE,SACRAMENTO,Sacramento,CA,,1200 K ST,Food Service,ABC License Data,ABC_LICENSE
SUSHI Q,SACRAMENTO,Sacramento,CA,,8325 ELK GROVE-FLORIN RD,Food Service,ABC License Data,ABC_LICENSE
SUSHI YO!,SACRAMENTO,Sacramento,CA,,3521 ARDEN WAY,Food Service,ABC License Data,ABC_LICENSE
SUTTER CLUB,SACRAMENTO,Sacramento,CA,,1220 9TH ST,Food Service,ABC License Data,ABC_LICENSE
SUTTER CLUB WINE SHOP THE,SACRAMENTO,Sacramento,CA,,824 L ST,Food Service,ABC License Data,ABC_LICENSE
SUTTER LAWN TENNIS CLUB,SACRAMENTO,Sacramento,CA,,3951 N ST,Food Service,ABC License Data,ABC_LICENSE
SUZIE BURGER,SACRAMENTO,Sacramento,CA,,2820 P ST,Food Service,ABC License Data,ABC_LICENSE
SWABBIES RESTAURANT,SACRAMENTO,Sacramento,CA,,5871 GARDEN HWY,Restaurant,ABC License Data,ABC_LICENSE
T & Z CHINESE RESTAURANT,SACRAMENTO,Sacramento,CA,,2550 W EL CAMINO AVE,Restaurant,ABC License Data,ABC_LICENSE
T&Y SUPERMARKET,SACRAMENTO,Sacramento,CA,,2835 NORWOOD AVE,Food Service,ABC License Data,ABC_LICENSE
TACO BELL CANTINA,SACRAMENTO,Sacramento,CA,,900 K ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
TACO EXXPRESS #1,SACRAMENTO,Sacramento,CA,,6368 POWER INN RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
TACOA,SACRAMENTO,Sacramento,CA,,6350 FOLSOM BLVD,Mexican Restaurant,ABC License Data,ABC_LICENSE
TACOS LA NUEVA,SACRAMENTO,Sacramento,CA,,2217 & 2219 MARCONI AVE,Mexican Restaurant,ABC License Data,ABC_LICENSE
TACOS Y MARISCOS EL LIMON,SACRAMENTO,Sacramento,CA,,7242 FRANKLIN BLVD,Mexican Restaurant,ABC License Data,ABC_LICENSE
TAJ SUPERMARKET,SACRAMENTO,Sacramento,CA,,7933 E STOCKTON BLVD,Food Service,ABC License Data,ABC_LICENSE
TAKUMI IZAKAYA BAR,SACRAMENTO,Sacramento,CA,,826 J ST,Bar,ABC License Data,ABC_LICENSE
TALLAC SPORTS INC,SACRAMENTO,Sacramento,CA,,3982 60TH ST,Food Service,ABC License Data,ABC_LICENSE
TANDEM COFFEE & WINE,SACRAMENTO,Sacramento,CA,,3100 FOLSOM BLVD,Food Service,ABC License Data,ABC_LICENSE
TANDOORI GRILL,SACRAMENTO,Sacramento,CA,,7208 & 7210 FLORIN MALL DR,Food Service,ABC License Data,ABC_LICENSE
TANDOORI PIZZA,SACRAMENTO,Sacramento,CA,,405 K ST,Food Service,ABC License Data,ABC_LICENSE
TANK HOUSE BBQ & BAR,SACRAMENTO,Sacramento,CA,,1925 J ST,Bar,ABC License Data,ABC_LICENSE
TAPATIO BROTHERS MEXICAN MARKET,SACRAMENTO,Sacramento,CA,,2414 HOWE AVE,Mexican Restaurant,ABC License Data,ABC_LICENSE
TAQUERIA JALISCO MEXICAN AND AMERICAN FOOD,SACRAMENTO,Sacramento,CA,,330 16TH ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
TAQUERIA ROBERTO JUNIOR MEXICAN FOOD,SACRAMENTO,Sacramento,CA,,1580 W EL CAMINO AVE,Mexican Restaurant,ABC License Data,ABC_LICENSE
TARGET STORE T1527,SACRAMENTO,Sacramento,CA,,8101 COSUMNES RIVER BLVD,Food Service,ABC License Data,ABC_LICENSE
TASTY THAI RESTAURANT LLC,SACRAMENTO,Sacramento,CA,,2598 ALTA ARDEN EXPY,Asian Restaurant,ABC License Data,ABC_LICENSE
TAYLORS KITCHEN,SACRAMENTO,Sacramento,CA,,2924 FREEPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
TAYLORS MARKET,SACRAMENTO,Sacramento,CA,,2900 FREEPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
TEA CUP CAFE,SACRAMENTO,Sacramento,CA,,1614 21ST ST,Restaurant,ABC License Data,ABC_LICENSE
TEAL BEND GOLF CLUB,SACRAMENTO,Sacramento,CA,,7200 GARDEN HWY,Food Service,ABC License Data,ABC_LICENSE
THAI BASIL RESTAURANT,SACRAMENTO,Sacramento,CA,,2431 J ST UNIT A,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI CANTEEN 2,SACRAMENTO,Sacramento,CA,,1501 16TH ST,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI FARM HOUSE BBQ & BISTRO,SACRAMENTO,Sacramento,CA,,1049 BROADWAY,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI HOUSE RESTAURANT,SACRAMENTO,Sacramento,CA,,527 A MUNROE ST,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI HUT,SACRAMENTO,Sacramento,CA,,5800 MADISON AVE,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI MANGO,SACRAMENTO,Sacramento,CA,,7837 STOCKTON BLVD,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI PALACE,SACRAMENTO,Sacramento,CA,,3262 J ST,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI PRINCESS,SACRAMENTO,Sacramento,CA,,3230 ARENA BLVD,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI SPOON,SACRAMENTO,Sacramento,CA,,3890 TRUXEL RD,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI STATION,SACRAMENTO,Sacramento,CA,,1915 S ST,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI STREET BISTRO,SACRAMENTO,Sacramento,CA,,6490 BROADWAY #B,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI TERRACE,SACRAMENTO,Sacramento,CA,,1596 HOWE AVE,Asian Restaurant,ABC License Data,ABC_LICENSE
THAI TIME,SACRAMENTO,Sacramento,CA,,2030 10TH ST,Asian Restaurant,ABC License Data,ABC_LICENSE
THE 1920S BOOKSTORE,SACRAMENTO,Sacramento,CA,,900 2ND ST,Food Service,ABC License Data,ABC_LICENSE
THE BEE'S CAFE ++,SACRAMENTO,Sacramento,CA,,3315 NORTHGATE BLVD,Restaurant,ABC License Data,ABC_LICENSE
THE CINDERS BAR,SACRAMENTO,Sacramento,CA,,5340 AUBURN BLVD,Bar,ABC License Data,ABC_LICENSE
THE FIREHOUSE RESTAURANT,SACRAMENTO,Sacramento,CA,,1112 2ND ST,Restaurant,ABC License Data,ABC_LICENSE
THE SANDWICH SPOT,SACRAMENTO,Sacramento,CA,,2108 11TH AVE,Food Service,ABC License Data,ABC_LICENSE
THEE UPPER CRUST PIZZA,SACRAMENTO,Sacramento,CA,,1200 K ST,Food Service,ABC License Data,ABC_LICENSE
THIRTYFOUR MEXICAN CANTINA,SACRAMENTO,Sacramento,CA,,1100 O ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
TINKU'S MARKET,SACRAMENTO,Sacramento,CA,,2300 SUTTERVILLE RD,Food Service,ABC License Data,ABC_LICENSE
TIPPS & SHAKES DELI,SACRAMENTO,Sacramento,CA,,8109 FRUITRIDGE RD,Food Service,ABC License Data,ABC_LICENSE
TOASTED ROOSTER CAFE,SACRAMENTO,Sacramento,CA,,1650 FULTON AVE,Restaurant,ABC License Data,ABC_LICENSE
TOM'S WATCH BAR,SACRAMENTO,Sacramento,CA,,414 K ST,Bar,ABC License Data,ABC_LICENSE
TONY'S LIQUOR,SACRAMENTO,Sacramento,CA,,3100 FULTON AVE,Food Service,ABC License Data,ABC_LICENSE
TONY'S TACOS,SACRAMENTO,Sacramento,CA,,6425 FLORIN PERKINS RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
TONYS DELICATESSEN,SACRAMENTO,Sacramento,CA,,1131 J ST,Food Service,ABC License Data,ABC_LICENSE
TONYS MARKET,SACRAMENTO,Sacramento,CA,,4011 W NICHOLS AVE,Food Service,ABC License Data,ABC_LICENSE
TORCH CLUB,SACRAMENTO,Sacramento,CA,,904 15TH ST,Food Service,ABC License Data,ABC_LICENSE
TOTAL WINE & MORE,SACRAMENTO,Sacramento,CA,,2121 ARDEN WAY,Food Service,ABC License Data,ABC_LICENSE
