Business Name,City,County,State,Phone,Address,Type,Source,Category
TENUTA FOPPA & AMBROSI WINES  LLC,CALISTOGA,Napa,CA,,1380 TUCKER RD,Food Service,ABC License Data,ABC_LICENSE
TOFANELLI WINES,CALISTOGA,Napa,CA,,1212 PINE ST,Food Service,ABC License Data,ABC_LICENSE
TOM EDDY WINES,CALISTOGA,Napa,CA,,3870 STATE HIGHWAY 128,Food Service,ABC License Data,ABC_LICENSE
TUMULT WINES,CALISTOGA,Napa,CA,,8300 FRANZ VALLEY SCHOOL RD,Food Service,ABC License Data,ABC_LICENSE
UPPER VALLEY BARREL STORAGE,CALISTOGA,Napa,CA,,3 IDA LN,Bar,ABC License Data,ABC_LICENSE
UPROOT WINES,CALISTOGA,Napa,CA,,965 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
VENDING MACHINE WINERY  LLC,CALISTOGA,Napa,CA,,1471 1ST ST,Food Service,ABC License Data,ABC_LICENSE
VICE VERSA WINES,CALISTOGA,Napa,CA,,965 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
VINCENT ARROYO WINERY  INC.,CALISTOGA,Napa,CA,,2361 GREENWOOD AVE,Food Service,ABC License Data,ABC_LICENSE
WEPPLER VINEYARDS & TEN KEY WINES,CALISTOGA,Napa,CA,,2970 FOOTHILL BLVD,Food Service,ABC License Data,ABC_LICENSE
WINEXYZ  LLC,CALISTOGA,Napa,CA,,1471 1ST ST,Food Service,ABC License Data,ABC_LICENSE
ZACHERLE WINES,CALISTOGA,Napa,CA,,1501 CEDAR ST,Food Service,ABC License Data,ABC_LICENSE
Mountain Mikes Pizza - Calistoga,Calistoga,Napa,CA,,,Pizza Restaurant,Mountain Mikes Franchise,FRANCHISE
INTENTUS FINE WINES LLC,DEER PARK,Napa,CA,,1120 DEER PARK RD,Food Service,ABC License Data,ABC_LICENSE
THE SLUGGER WINE COMPANY,DEER PARK,Napa,CA,,899 SANITARIUM RD,Food Service,ABC License Data,ABC_LICENSE
1 800 WINE SHOP,NAPA,Napa,CA,,2545 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
7 ELEVEN STORE #2365-14129B,NAPA,Napa,CA,,1925 SIERRA AVE,Food Service,ABC License Data,ABC_LICENSE
7 ELEVEN STORE #2365-14138C,NAPA,Napa,CA,,2906 1ST ST,Food Service,ABC License Data,ABC_LICENSE
8687 FAMILY WINE COMPANY,NAPA,Napa,CA,,1201 DARMS LN,Food Service,ABC License Data,ABC_LICENSE
90 PLUS WINE CLUB LLC,NAPA,Napa,CA,,121 CANYON DR,Food Service,ABC License Data,ABC_LICENSE
A 1 FOOD STORE,NAPA,Napa,CA,,75 COOMBS ST,Food Service,ABC License Data,ABC_LICENSE
A FAUSTINI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
ACCASBEL WINES,NAPA,Napa,CA,,2405 LAUREL ST,Food Service,ABC License Data,ABC_LICENSE
ACCURSO WINES LLC,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,ABC_LICENSE
ACRE WINES,NAPA,Napa,CA,,1031 MCKINSTRY ST,Food Service,ABC License Data,ABC_LICENSE
ADDAX WINES,NAPA,Napa,CA,,1339 PEARL ST,Food Service,ABC License Data,ABC_LICENSE
ADVANTAGE WINE GROUP INC,NAPA,Napa,CA,,1218 DAFFODIL DR,Food Service,ABC License Data,ABC_LICENSE
AESTHETIC WINES LLC,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,ABC_LICENSE
AFTERWORDS WINES,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,ABC_LICENSE
ALEBRIJE WINES,NAPA,Napa,CA,,2494 TROWER AVE,Food Service,ABC License Data,ABC_LICENSE
ALPAS WINERY,NAPA,Napa,CA,,2449 SHORELINE DR,Food Service,ABC License Data,ABC_LICENSE
ALPHA OMEGA WINERY,NAPA,Napa,CA,,1239-1245 1ST ST,Food Service,ABC License Data,ABC_LICENSE
ALTA WINES LLC,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
ALTAMURA WINERY,NAPA,Napa,CA,,1667 WOODEN VALLEY RD,Food Service,ABC License Data,ABC_LICENSE
AMAMI SUSHI BISTRO,NAPA,Napa,CA,,1300 MAIN ST,Food Service,ABC License Data,ABC_LICENSE
AMAZON RANCH WINERY,NAPA,Napa,CA,,3738 LINDA VISTA AVE,Food Service,ABC License Data,ABC_LICENSE
AMLES WINES,NAPA,Napa,CA,,7633 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
AMMONS HORN WINES,NAPA,Napa,CA,,3010 CUTTINGS WHARF RD,Food Service,ABC License Data,ABC_LICENSE
AMOR MATRIS WINERY,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
ANCIEN WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,ABC_LICENSE
ANDERS-LANE ARTISAN WINES,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,ABC_LICENSE
ANGELE RESTAURANT & BAR,NAPA,Napa,CA,,540 MAIN ST,Bar,ABC License Data,ABC_LICENSE
ANGRY KIWI WINES CORPORATION,NAPA,Napa,CA,,1002 B TAMARISK DR,Food Service,ABC License Data,ABC_LICENSE
ANTHEM WINERY & VINEYARDS  LLC,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
ANTHEM WINERY & VINEYARDS LLC,NAPA,Napa,CA,,3123 DRY CREEK RD,Food Service,ABC License Data,ABC_LICENSE
AONAIR WINE,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
APOSTLE WINE CO.,NAPA,Napa,CA,,4420 DUMAS ST,Food Service,ABC License Data,ABC_LICENSE
APPLEBEES NEIGHBORHOOD GRILL & BAR,NAPA,Napa,CA,,195 SOSCOL AVE,Bar,ABC License Data,ABC_LICENSE
ARATAS WINE,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,ABC_LICENSE
ARBARETUM AT NAPA VALLEY DISTILLERY THE,NAPA,Napa,CA,,1149 1ST ST,Bar,ABC License Data,ABC_LICENSE
ARCHIVAL WINE,NAPA,Napa,CA,,3331 KENSINGTON CIR,Food Service,ABC License Data,ABC_LICENSE
ARDORE WINE,NAPA,Napa,CA,,2232 BIG RANCH RD,Food Service,ABC License Data,ABC_LICENSE
ART + FARM WINE,NAPA,Napa,CA,,2185 SILVERADO TRAIL,Food Service,ABC License Data,ABC_LICENSE
ARTESA VINEYARDS & WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,ABC_LICENSE
ARTESA WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,ABC_LICENSE
ARTISAN WINES LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,ABC_LICENSE
ASHES & DIAMONDS WINERY,NAPA,Napa,CA,,4130 HOWARD LN,Food Service,ABC License Data,ABC_LICENSE
ATLAS PEAK WINE LAB,NAPA,Napa,CA,,2431 ATLAS PEAK RD,Food Service,ABC License Data,ABC_LICENSE
ATLAS WINE COMPANY,NAPA,Napa,CA,,841 LATOUR CT,Food Service,ABC License Data,ABC_LICENSE
AVA WINES  LLC,NAPA,Napa,CA,,109 VALLEY CLUB CIR,Food Service,ABC License Data,ABC_LICENSE
AVINODOS WINES,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,ABC_LICENSE
AXIOS WINES,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
AXIOS WINES INC,NAPA,Napa,CA,,221 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,NAPA,Napa,CA,,2995 JEFFERSON ST,Food Service,ABC License Data,ABC_LICENSE
AZUR WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,ABC_LICENSE
B TRUE WINES,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
BACK ROOM WINES,NAPA,Napa,CA,,1546 1ST ST,Food Service,ABC License Data,ABC_LICENSE
BACKSTAGE WINERY,NAPA,Napa,CA,,4162 BIG RANCH RD,Food Service,ABC License Data,ABC_LICENSE
BAD HABITS WINES,NAPA,Napa,CA,,3584 NORFOLK ST,Food Service,ABC License Data,ABC_LICENSE
BAR LUCIA,NAPA,Napa,CA,,610 1ST ST,Bar,ABC License Data,ABC_LICENSE
BARBOUR VINEYARD WINES,NAPA,Napa,CA,,104 CAMINO DORADO,Bar,ABC License Data,ABC_LICENSE
BARNHOUSE NAPA BREWS,NAPA,Napa,CA,,1004 CLINTON ST,Bar,ABC License Data,ABC_LICENSE
BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,,33 HARLOW CT,Bar,ABC License Data,ABC_LICENSE
BAY WINE GROUP,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,ABC_LICENSE
BELONG WINE CO,NAPA,Napa,CA,,101 S COOMBS ST,Food Service,ABC License Data,ABC_LICENSE
BELONG WINE CO.,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
BENCHMARK WINE GROUP,NAPA,Napa,CA,,445 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,,1568 AIRPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
BIAGI FAMILY WINES,NAPA,Napa,CA,,787 AIRPARK RD,Food Service,ABC License Data,ABC_LICENSE
BLACK STALLION WINERY,NAPA,Napa,CA,,4089 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
BLUE FROG WINERY,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,ABC_LICENSE
BOUNTY HUNTER RARE WINE & SPIRITS,NAPA,Napa,CA,,975 1ST ST,Food Service,ABC License Data,ABC_LICENSE
BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,CA,,1507 BANKS AVE,Food Service,ABC License Data,ABC_LICENSE
BRIAN EDWARD WINES,NAPA,Napa,CA,,264 SILVERADO SPRINGS DR,Food Service,ABC License Data,ABC_LICENSE
BRIAN EDWARD WINES  LLC,NAPA,Napa,CA,,303 DEER HOLLOW DR,Food Service,ABC License Data,ABC_LICENSE
BRILLIANT MISTAKE WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
BRONCO WINE COMPANY,NAPA,Napa,CA,,33 HARLOW CT,Food Service,ABC License Data,ABC_LICENSE
BROOKMAN WINE CO,NAPA,Napa,CA,,7850 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
BROWNS VALLEY MARKET INC,NAPA,Napa,CA,,3263 BROWNS VALLEY RD,Food Service,ABC License Data,ABC_LICENSE
BUCKINGHAM WINES LLC,NAPA,Napa,CA,,15 CHATEAU LN,Food Service,ABC License Data,ABC_LICENSE
BUNTER SPRING WINERY,NAPA,Napa,CA,,1062 1ST AVE,Food Service,ABC License Data,ABC_LICENSE
BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,ABC_LICENSE
BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,ABC_LICENSE
BUONCRISTIANI WINES,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,ABC_LICENSE
BUSELLI FAMILY WINES,NAPA,Napa,CA,,7764 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
BYRON KOSUGE WINES,NAPA,Napa,CA,,1763 SYCAMORE ST,Food Service,ABC License Data,ABC_LICENSE
CA' MOMI; CA' MOMI WINERY,NAPA,Napa,CA,,2125 CUTTINGS WHARF RD,Food Service,ABC License Data,ABC_LICENSE
CADET WINE & BEER BAR,NAPA,Napa,CA,,928 - 932 FRANKLIN ST,Bar,ABC License Data,ABC_LICENSE
CADLE FAMILY WINES,NAPA,Napa,CA,,1201 1ST ST,Food Service,ABC License Data,ABC_LICENSE
CALMERE ESTATE WINERY,NAPA,Napa,CA,,2750 LAS AMIGAS RD,Food Service,ABC License Data,ABC_LICENSE
CANNATELLI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
CARNEROS WINE COMPANY,NAPA,Napa,CA,,1134 DEALY LN,Food Service,ABC License Data,ABC_LICENSE
CASPAR WINE,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,ABC_LICENSE
CASTLE BRIDGE WINES,NAPA,Napa,CA,,45 ENTERPRISE CT,Food Service,ABC License Data,ABC_LICENSE
CATERWAUL WINES,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,ABC_LICENSE
CHAIX WINES,NAPA,Napa,CA,,1204 MANLEY LN,Food Service,ABC License Data,ABC_LICENSE
CHARDONNAY GOLF CLUB,NAPA,Napa,CA,,2555 JAMESON CANYON RD,Food Service,ABC License Data,ABC_LICENSE
CHETUPHON,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,ABC_LICENSE
CHIMNEY ROCK WINERY,NAPA,Napa,CA,,5350 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
CHIPOTLE MEXICAN GRILL #1527,NAPA,Napa,CA,,1715 TRANCAS ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
CHIPOTLE MEXICAN GRILL STORE #2415,NAPA,Napa,CA,,304 SOSCOL AVE STE F,Mexican Restaurant,ABC License Data,ABC_LICENSE
CLIF FAMILY WINERY,NAPA,Napa,CA,,4326 BIG RANCH RD,Food Service,ABC License Data,ABC_LICENSE
CLIF FAMILY WINERY AND FARM  LLC,NAPA,Napa,CA,,40 HARLOW CT,Food Service,ABC License Data,ABC_LICENSE
COCKERELL FAMILY WINE ESTATES,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,ABC_LICENSE
COHO WINES,NAPA,Napa,CA,,1470 SPROUL AVE,Food Service,ABC License Data,ABC_LICENSE
COLLEGIATE WINES,NAPA,Napa,CA,,962 KAISER RD,Food Service,ABC License Data,ABC_LICENSE
COMPLINE WINE SHOP,NAPA,Napa,CA,,1300 FIRST ST,Food Service,ABC License Data,ABC_LICENSE
CONNOISSEUR WINE AND SPIRITS CALIFORNIA,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,ABC_LICENSE
CONSECRATION WINE LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,ABC_LICENSE
COQUEREL FAMILY WINE ESTATES,NAPA,Napa,CA,,2865 HILL TOP DR,Food Service,ABC License Data,ABC_LICENSE
CORRELATION WINES,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,ABC_LICENSE
COST PLUS WORLD MARKET,NAPA,Napa,CA,,3934 BEL AIRE PLZ,Food Service,ABC License Data,ABC_LICENSE
COVALENCE WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,ABC_LICENSE
COVENANT WINES,NAPA,Napa,CA,,2511 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
CPX WINES,NAPA,Napa,CA,,1509 BANKS AVE,Food Service,ABC License Data,ABC_LICENSE
CRISTIE KERR WINES,NAPA,Napa,CA,,1463 1ST ST,Food Service,ABC License Data,ABC_LICENSE
CUMMINGS FAMILY WINES,NAPA,Napa,CA,,918 ENTERPRISE WAY,Food Service,ABC License Data,ABC_LICENSE
CUVAISON WINERY,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 1804,NAPA,Napa,CA,,675 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9214,NAPA,Napa,CA,,1558 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
DA VE WINERY,NAPA,Napa,CA,,2515 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
DALECIO FAMILY WINES  LLC,NAPA,Napa,CA,,905 JEFFERSON ST,Food Service,ABC License Data,ABC_LICENSE
DARIOUSH WINERY,NAPA,Napa,CA,,4240 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
DAVIN WINES,NAPA,Napa,CA,,1997 MOLINA ST,Food Service,ABC License Data,ABC_LICENSE
DE RE WINES L.L.C.,NAPA,Napa,CA,,1177 EGGLESTON ST,Food Service,ABC License Data,ABC_LICENSE
DEAN & DELUCA MARKETS LLC,NAPA,Napa,CA,,68 COOMBS ST,Food Service,ABC License Data,ABC_LICENSE
DEARDEN WINES,NAPA,Napa,CA,,2258 LAS AMIGAS RD,Food Service,ABC License Data,ABC_LICENSE
DELGADILLO WINE COMPANY,NAPA,Napa,CA,,2812 SACRAMENTO ST,Food Service,ABC License Data,ABC_LICENSE
DESTINY FAMILY WINES,NAPA,Napa,CA,,3295 VICHY AVE,Food Service,ABC License Data,ABC_LICENSE
DEUCES MARKET,NAPA,Napa,CA,,1300 1STST,Food Service,ABC License Data,ABC_LICENSE
DJK WINE,NAPA,Napa,CA,,4266 E 3RD AVE,Food Service,ABC License Data,ABC_LICENSE
DOI DA WINES,NAPA,Napa,CA,,1373 SODA CANYON RD,Food Service,ABC License Data,ABC_LICENSE
DON PERICO RESTAURANT,NAPA,Napa,CA,,1300 1ST ST,Restaurant,ABC License Data,ABC_LICENSE
DRM WINERY,NAPA,Napa,CA,,1758 INDUSTRIAL WY,Food Service,ABC License Data,ABC_LICENSE
DRY FARM WINES,NAPA,Napa,CA,,3222 CALIFORNIA BLVD,Food Service,ABC License Data,ABC_LICENSE
DVNO WINE,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,ABC_LICENSE
EAGLE VINES GOLF CLUB,NAPA,Napa,CA,,580 S KELLY RD,Food Service,ABC License Data,ABC_LICENSE
ECONOMY FOOD MARKET,NAPA,Napa,CA,,1100 IMOLA AVE,Food Service,ABC License Data,ABC_LICENSE
EDGE WINES,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
EHRLICH WINE VENTURES  LLC,NAPA,Napa,CA,,7765 MONEY RD,Food Service,ABC License Data,ABC_LICENSE
EIKOS RESTAURANT,NAPA,Napa,CA,,1385 NAPA TOWN CTR,Restaurant,ABC License Data,ABC_LICENSE
EL GUADALAJARA RESTAURANT,NAPA,Napa,CA,,1520 SILVERADO TRL,Restaurant,ABC License Data,ABC_LICENSE
ELEVEN ELEVEN WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
ELLMAN FAMILY WINERY,NAPA,Napa,CA,,1022 SODA CANYON RD,Food Service,ABC License Data,ABC_LICENSE
ELYSE WINERY,NAPA,Napa,CA,,2100 HOFFMAN LN,Food Service,ABC License Data,ABC_LICENSE
EMMAUS  EMMAUS WINE  EMMAUS WINES,NAPA,Napa,CA,,271 MONTE VISTA DR,Food Service,ABC License Data,ABC_LICENSE
EMPATHY WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,ABC_LICENSE
ENTERPRISE WINE COMPANY,NAPA,Napa,CA,,910 ENTERPRISE WAY,Food Service,ABC License Data,ABC_LICENSE
EP WINE,NAPA,Napa,CA,,270 KREUZER LN,Food Service,ABC License Data,ABC_LICENSE
ETUDE WINES,NAPA,Napa,CA,,1250 CUTTINGS WHARF RD,Food Service,ABC License Data,ABC_LICENSE
ETXEA WINES,NAPA,Napa,CA,,1049 LA GRANDE AVE,Food Service,ABC License Data,ABC_LICENSE
EUCLID WINES,NAPA,Napa,CA,,4217 GRAPE VINE DR,Food Service,ABC License Data,ABC_LICENSE
EXCALIBUR WINE COMPANY,NAPA,Napa,CA,,5230 COUNTRY LN,Food Service,ABC License Data,ABC_LICENSE
FAIRVIEW MARKET,NAPA,Napa,CA,,1017 COOMBSVILLE RD,Food Service,ABC License Data,ABC_LICENSE
FALCOR WINE CELLARS,NAPA,Napa,CA,,2785 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
FAR MOUNTAIN WINERY,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,ABC_LICENSE
FARELLA PARK VINEYARDS/FARELLA WINERY/FARELLA ESTA,NAPA,Napa,CA,,2222 N 3RD AVE,Food Service,ABC License Data,ABC_LICENSE
FARM COLLECTIVE WINERY,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,ABC_LICENSE
FATHIA WINES,NAPA,Napa,CA,,39 EDGEFIELD CT,Food Service,ABC License Data,ABC_LICENSE
FAVIA WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
FAYARD WINEMAKING,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,ABC_LICENSE
FAYARD WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,ABC_LICENSE
FAZERRATI'S PIZZA,NAPA,Napa,CA,,1517 W IMOLA AVE,Food Service,ABC License Data,ABC_LICENSE
FE WINES,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,ABC_LICENSE
FESS PARKER WINERY,NAPA,Napa,CA,,1227 1ST ST,Food Service,ABC License Data,ABC_LICENSE
FILIPPIS PIZZA GROTTO,NAPA,Napa,CA,,645 1ST ST,Food Service,ABC License Data,ABC_LICENSE
FINE DISREGARD WINE COMPANY,NAPA,Napa,CA,,41 LINNELL AVE,Food Service,ABC License Data,ABC_LICENSE
FIRST & FRANKLIN MARKETPLACE,NAPA,Napa,CA,,1331 1ST ST,Food Service,ABC License Data,ABC_LICENSE
FOG MONSTER WINES,NAPA,Napa,CA,,1827 CLAY ST,Food Service,ABC License Data,ABC_LICENSE
FOLEY FAMILY WINES,NAPA,Napa,CA,,770 AIRPARK RD,Food Service,ABC License Data,ABC_LICENSE
FOLIO FINE WINE PARTNERS,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,ABC_LICENSE
FOLIO WINE COMPANY,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,ABC_LICENSE
FOLIO WINE PARTNERS,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
FONTANELLA FAMILY WINERY,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,ABC_LICENSE
FOOD CITY MARKET,NAPA,Napa,CA,,1807 OLD SONOMA RD,Food Service,ABC License Data,ABC_LICENSE
FORGE PIZZA NAPA,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,ABC_LICENSE
FORGOTTEN UNION WINES,NAPA,Napa,CA,,2287 KATHLEEN DR,Food Service,ABC License Data,ABC_LICENSE
FORTHRIGHT WINERY,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,ABC_LICENSE
FORTUNATI WINERY,NAPA,Napa,CA,,980 SALVADOR AVE,Food Service,ABC License Data,ABC_LICENSE
FOUR DOORS WINE,NAPA,Napa,CA,,5584 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
FREE FLOW WINES,NAPA,Napa,CA,,2557 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,ABC_LICENSE
FREEDOM ESTATE WINE,NAPA,Napa,CA,,707 MONTECITO BLVD,Food Service,ABC License Data,ABC_LICENSE
FRIDAS MEXICAN GRILL,NAPA,Napa,CA,,1533 TRANCAS ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
FUENTES WINE COMPANY,NAPA,Napa,CA,,400 UNDERHILL DR,Food Service,ABC License Data,ABC_LICENSE
FULCRUM WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,ABC_LICENSE
FUME BISTRO & BAR,NAPA,Napa,CA,,4050 BYWAY E,Bar,ABC License Data,ABC_LICENSE
G & G PRIVATE RESERVE WINES,NAPA,Napa,CA,,1341 ORCHARD AVE,Food Service,ABC License Data,ABC_LICENSE
GADERIAN WINES,NAPA,Napa,CA,,1041 LAUREL ST,Food Service,ABC License Data,ABC_LICENSE
GALLEGOS WINES/GALLEGOS FAMILY WINES/GALLEGOS FAMI,NAPA,Napa,CA,,3628 SHELTER CREEK DR,Food Service,ABC License Data,ABC_LICENSE
GALLICA WINE,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
GEN 7 WINES,NAPA,Napa,CA,,850 BORDEAUX WAY,Food Service,ABC License Data,ABC_LICENSE
GENOVA DELICATESSEN,NAPA,Napa,CA,,1550 TRANCAS ST,Food Service,ABC License Data,ABC_LICENSE
GENTLEMAN FARMER WINES,NAPA,Napa,CA,,1564 1ST ST,Food Service,ABC License Data,ABC_LICENSE
GESTALT WINE COMPANY,NAPA,Napa,CA,,707 TECHNOLOGY WAY,Food Service,ABC License Data,ABC_LICENSE
GHOST OF AUTUMN WINE,NAPA,Napa,CA,,2260 FIRST ST,Food Service,ABC License Data,ABC_LICENSE
GINA SCHOBER WINE MARKETING LLC,NAPA,Napa,CA,,2127 EVA ST,Food Service,ABC License Data,ABC_LICENSE
GLASSMEN  LISH WINES,NAPA,Napa,CA,,703 OAKVILLE CROSS RD,Food Service,ABC License Data,ABC_LICENSE
GLASSMEN WINES  LISH WINES,NAPA,Napa,CA,,1640 SAN VICENTE AVE,Food Service,ABC License Data,ABC_LICENSE
GOLDEN STATE WINE & SPIRITS  LLC,NAPA,Napa,CA,,855 BORDEAUX WY,Food Service,ABC License Data,ABC_LICENSE
GRACKLE WINE COMPANY,NAPA,Napa,CA,,1019 OAK ST,Food Service,ABC License Data,ABC_LICENSE
GRAND NAPA WINERY,NAPA,Napa,CA,,8461 SAINT HELENA HWY,Food Service,ABC License Data,ABC_LICENSE
GRASSI WINE COMPANY,NAPA,Napa,CA,,1213 COOMBS ST,Food Service,ABC License Data,ABC_LICENSE
GREATER FOOL WINE,NAPA,Napa,CA,,3323 CRAIGIE CT,Food Service,ABC License Data,ABC_LICENSE
GREER WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,ABC_LICENSE
GRINDSTONE WINES LLC,NAPA,Napa,CA,,130 CAMINO DORADO,Food Service,ABC License Data,ABC_LICENSE
GROTH VINEYARDS AND WINERY  LLC,NAPA,Napa,CA,,908 ENTERPRISE WY,Food Service,ABC License Data,ABC_LICENSE
GUSTAVO WINE,NAPA,Napa,CA,,1021 MCKINSTRY ST,Food Service,ABC License Data,ABC_LICENSE
HALBY MARKETING INC,NAPA,Napa,CA,,175 TOWER RD,Food Service,ABC License Data,ABC_LICENSE
HALL WINERY,NAPA,Napa,CA,,605 1ST ST,Food Service,ABC License Data,ABC_LICENSE
HALL WINES LLC,NAPA,Napa,CA,,1564 AIRPORT BLVD,Food Service,ABC License Data,ABC_LICENSE
HAMILTON WINE COLLECTIVE,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
HANDWRITTEN WINES  LLC,NAPA,Napa,CA,,25 ENTERPRISE CT,Food Service,ABC License Data,ABC_LICENSE
HARBISON WINES,NAPA,Napa,CA,,7601 SILVERADO TRL,Food Service,ABC License Data,ABC_LICENSE
HARPER'S CLUB,NAPA,Napa,CA,,2310 LAUREL ST,Food Service,ABC License Data,ABC_LICENSE
HEITZ WINE CELLARS,NAPA,Napa,CA,,5445 SOLANO AVE,Food Service,ABC License Data,ABC_LICENSE
