Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
EAST PATIO MEXICANO INC,SACRAMENTO,Sacramento,,5100 FOLSOM BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ECONOMY LIQUOR & FOOD,SACRAMENTO,Sacramento,,6685 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ED'S MARKET,SACRAMENTO,Sacramento,,2600 C ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EDOKKO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,358 FLORIN RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL CAMINO MARKET,SACRAMENTO,Sacramento,,1010 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EL FORASTERO MEXICAN FOOD,SACRAMENTO,Sacramento,,850 EL CAMINO AVE,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL FORASTERO MEXICAN FOOD #2,SACRAMENTO,Sacramento,,8949 FOLSOM BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL IZOTE RESTAURANT LLC,SACRAMENTO,Sacramento,,5650 POWER INN RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL MESON DEL SOL MEXICAN GRILL,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL NOVILLERO RESTAURANT,SACRAMENTO,Sacramento,,4216 FRANKLIN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL PUESTO COCINA AND LOUNGE,SACRAMENTO,Sacramento,,7521 W STOCKTON BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
EL RINCON RESTAURANT,SACRAMENTO,Sacramento,,3030 T ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL RONCO RESTAURANT INC,SACRAMENTO,Sacramento,,6666 STOCKTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL SUPER TACO,SACRAMENTO,Sacramento,,6200 MACK RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL TAPATIO MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3521 TRUXEL RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EL TITO KITCHEN,SACRAMENTO,Sacramento,,2330 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ELDER CREEK MARKET,SACRAMENTO,Sacramento,,7033 ELDER CREEK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ELIXIR BAR & GRILL,SACRAMENTO,Sacramento,,1815 10TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ELLA DINING ROOM AND BAR,SACRAMENTO,Sacramento,,1131 K ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ERNESTOS MEXICAN FOOD,SACRAMENTO,Sacramento,,1901 16TH ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ERNIES LIQUOR,SACRAMENTO,Sacramento,,5735 HILLSDALE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ESCAPE LOUNGE,SACRAMENTO,Sacramento,,6850 AIRPORT BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
ESMERALDA'S CAFE,SACRAMENTO,Sacramento,,5825 MADISON AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EXOTIC WINE CLUB,SACRAMENTO,Sacramento,,836 57TH ST  STE 120,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FABULIST PIZZA,SACRAMENTO,Sacramento,,3269 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAMILY MARKET,SACRAMENTO,Sacramento,,4310 73RD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAR EAST CAFE,SACRAMENTO,Sacramento,,5014 FREEPORT BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FAST STOP FOOD STORE,SACRAMENTO,Sacramento,,750 46TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAT DUCKS PIZZA,SACRAMENTO,Sacramento,,7925 BRUCEVILLE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FELICITA WINE COMPANY,SACRAMENTO,Sacramento,,1015 2ND ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIELD HOUSE AMERICAN SPORTS PUB  THE,SACRAMENTO,Sacramento,,1833 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FINNEGANS PUB,SACRAMENTO,Sacramento,,1030 2ND ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIRE WINGS,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIRE WINGS HOWE,SACRAMENTO,Sacramento,,1229 HOWE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FIREFLY LOUNGE,SACRAMENTO,Sacramento,,1443 FULTON AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
FLAME CLUB,SACRAMENTO,Sacramento,,2130 16TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FLAMING GRILL,SACRAMENTO,Sacramento,,2380 WATT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FLATSTICK PUB,SACRAMENTO,Sacramento,,630 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FLOREZ BAR & GRILL,SACRAMENTO,Sacramento,,5900 S LAND PARK DR,Bar,ABC License,INDEPENDENT,N/A,HIGH
FORTUNE HOUSE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FOUR BEARS WINERY,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOUR OAKS MARKET,SACRAMENTO,Sacramento,,2140 GRAND AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FOX & GOOSE PUBLIC HOUSE,SACRAMENTO,Sacramento,,1001 R ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FRANK FATS RESTAURANT,SACRAMENTO,Sacramento,,806 L ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FRANKIE'S PIZZA,SACRAMENTO,Sacramento,,200 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FREEPORT BAR & GRILL,SACRAMENTO,Sacramento,,8259 FREEPORT BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
FREEPORT MARKET,SACRAMENTO,Sacramento,,8101 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FREEPORT WINE COUNTRY INN,SACRAMENTO,Sacramento,,8201 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FREMONT MARKET,SACRAMENTO,Sacramento,,2330 N ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FULTON PHO,SACRAMENTO,Sacramento,,3100 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GAMIBURGER,SACRAMENTO,Sacramento,,2301 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GEN KOREAN BBQ HOUSE,SACRAMENTO,Sacramento,,1689 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GENERAL STORE AND DELI,SACRAMENTO,Sacramento,,500 CAPITOL MALL,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GENKI KITCHEN,SACRAMENTO,Sacramento,,855 57TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GILL BRO'S MARKET,SACRAMENTO,Sacramento,,5219 ELKHORN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GIOS CAFE & BREW,SACRAMENTO,Sacramento,,7850 STOCKTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GIOVANNIS PIZZARIA,SACRAMENTO,Sacramento,,5924 S LAND PARK DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GK DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,8484 FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GOEMANS BAR,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
GOLD STAR SUPERMARKET,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GOLDEN BOWLS MONGOLIAN BAR B Q,SACRAMENTO,Sacramento,,9529 FOLSOM BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
GOLDEN DRAGON RESTAURANT,SACRAMENTO,Sacramento,,2800 BROADWAY UT 1,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GOLDEN OAKS MARKET,SACRAMENTO,Sacramento,,3560 DEL PASO BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GOOD FRIENDS RESTAURANT,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GRAND HOTPOT LOUNGE,SACRAMENTO,Sacramento,,2346 FLORIN RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
GRINDSTONE WINES @ NATOMAS CFM,SACRAMENTO,Sacramento,,2501 NEW MARKET DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GRUB THAI,SACRAMENTO,Sacramento,,524 12TH ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GURU FARMS MARKET,SACRAMENTO,Sacramento,,523 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&S ENERGY PRODUCTS  LLC STORE #3075,SACRAMENTO,Sacramento,,4231 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&S ENERGY PRODUCTS  LLC STORE #3077,SACRAMENTO,Sacramento,,3300 BRADSHAW RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&SENERGY PRODUCTS  LLC STORE #3078,SACRAMENTO,Sacramento,,9700 JACKSON RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HAGGIN OAKS GOLF COMPLEX,SACRAMENTO,Sacramento,,3645 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HANA TSUBAKI RESTAURANT,SACRAMENTO,Sacramento,,5006 J ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HAPPY BAR,SACRAMENTO,Sacramento,,5236 BRADSHAW RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
HARLOW WINES,SACRAMENTO,Sacramento,,8160 14TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HARRY'S LOUNGE,SACRAMENTO,Sacramento,,4557 AUBURN BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
HARUMI SUSHI & HIBACHI,SACRAMENTO,Sacramento,,3541 TRUXEL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HENRYS LOUNGE,SACRAMENTO,Sacramento,,2019 O ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
HERINGER ESTATES @ CERTIFIED FARMER'S MARKET OF SA,SACRAMENTO,Sacramento,,8TH & W ST STATE PRK LOT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HERINGER ESTATES WINERY  LLC,SACRAMENTO,Sacramento,,8981 DISTRICT CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HHS AM PM MINI MART,SACRAMENTO,Sacramento,,3800 47TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HI & BUY LIQUOR,SACRAMENTO,Sacramento,,5301 FRUITRIDGE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HI & BUY MARKET,SACRAMENTO,Sacramento,,7591 24TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HIGHLAND CHINESE RESTAURANT,SACRAMENTO,Sacramento,,4347 ELKHORN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HILLTOP TAVERN THE,SACRAMENTO,Sacramento,,4757 FOLSOM BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
HOLIDAY VILLA RESTAURANT,SACRAMENTO,Sacramento,,7007 S LAND PARK DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HOMEROS MEXICAN FOOD,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HOUSE KITCHEN AND BAR,SACRAMENTO,Sacramento,,555 CAPITOL MALL,Bar,ABC License,INDEPENDENT,N/A,HIGH
IMMORTAL CAFE & SUPPLY,SACRAMENTO,Sacramento,,1111 H ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
INTUITION COFFEE & WINE,SACRAMENTO,Sacramento,,1728 21ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
IRONHORSE TAVERN,SACRAMENTO,Sacramento,,1800 15TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ITS SUSHI,SACRAMENTO,Sacramento,,8132 DELTA SHORES CIR S,Food Service,ABC License,INDEPENDENT,N/A,HIGH
J STREET LIQUORS,SACRAMENTO,Sacramento,,3712 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JACKS URBAN EATS,SACRAMENTO,Sacramento,,4730 NATOMAS BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JACKS URBAN EATS NO.2,SACRAMENTO,Sacramento,,545 MUNROE ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JACKS URBAN EATS NO.5,SACRAMENTO,Sacramento,,2137 GOLDEN CENTRE LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JADE FOUNTAIN RESTAURANT,SACRAMENTO,Sacramento,,5021 FREEPORT BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JALISCO RESTAURANT AUTHENTIC MEXICAN FOOD,SACRAMENTO,Sacramento,,5207 MADISON AVE,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JAMIE'S BROADWAY GRILLE,SACRAMENTO,Sacramento,,427 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JANDO'S MEXICAN FOOD,SACRAMENTO,Sacramento,,4591 FRUITRIDGE RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JENSAI SUSHI,SACRAMENTO,Sacramento,,2210 16TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JIMBOYS TACOS 12,SACRAMENTO,Sacramento,,5551 FRANKLIN BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JIMMY'S PERUVIAN & MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3032 AUBURN BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JJ KOREAN BBQ,SACRAMENTO,Sacramento,,9729 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JK FOOD LIQUOR AND WINE,SACRAMENTO,Sacramento,,8321 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JONECK'S WINE LOUNGE,SACRAMENTO,Sacramento,,2231 J ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
JP THAI KITCHEN,SACRAMENTO,Sacramento,,6004 FREEPORT BLVD,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JS RAILROAD CAFE,SACRAMENTO,Sacramento,,1844 AUBURN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JUJU KITCHEN & COCKTAILS,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JUNO'S COCKTAILS & KITCHEN,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KANSAI RAMEN & SUSHI HOUSE,SACRAMENTO,Sacramento,,2992 65TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KARMA BREW PUB,SACRAMENTO,Sacramento,,1530 16TH ST.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KICOS MEXICAN FOOD,SACRAMENTO,Sacramento,,2324 ARDEN WY,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
KIN THAI STREET EATERY,SACRAMENTO,Sacramento,,1050 20TH ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
KING PALACE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,5829 STOCKTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
KING WINE & LIQUOR,SACRAMENTO,Sacramento,,1328 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KING WINE & LIQUOR #2,SACRAMENTO,Sacramento,,2346 FRUITRIDGE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KING WINE & LIQUOR #6,SACRAMENTO,Sacramento,,3407 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KING WINE & LIQUOR 3,SACRAMENTO,Sacramento,,1120 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KINGS SUPERMARKET,SACRAMENTO,Sacramento,,400 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KINJO HAND ROLL BAR,SACRAMENTO,Sacramento,,2026 16TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
KIRCHHOFF FAMILY WINES @ MIDTOWN CERTIFIED FARMER',SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KITCHEN 15,SACRAMENTO,Sacramento,,1630 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KITCHEN THE,SACRAMENTO,Sacramento,,915 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KOBE SUSHI BAR AND GRILL,SACRAMENTO,Sacramento,,2057 ARENA BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
KODAIKO RAMEN & BAR,SACRAMENTO,Sacramento,,718 K ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
KOJA KITCHEN,SACRAMENTO,Sacramento,,732 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KOSHI RAMEN BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
KRU CONTEMPORARY JAPANESE CUISINE,SACRAMENTO,Sacramento,,3135 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KRU RESTAURANT,SACRAMENTO,Sacramento,,2516 J ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
KURA REVOLVING SUSHI BAR,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Bar,ABC License,INDEPENDENT,N/A,HIGH
KWIK SHOP MARKET,SACRAMENTO,Sacramento,,6230 FRUITRIDGE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KYOTO SUSHI BAR GRILL & RAMEN,SACRAMENTO,Sacramento,,1724 BROADWAY,Bar,ABC License,INDEPENDENT,N/A,HIGH
LA BANGIN TACOS,SACRAMENTO,Sacramento,,1600 FULTON AVE,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA BARCA BIRRIA & MARISCOS,SACRAMENTO,Sacramento,,2400 FLORIN RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
LA COSTA CAFE,SACRAMENTO,Sacramento,,701 19TH ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA ESPERANZA SUPERMARKET OF SACRAMENTO,SACRAMENTO,Sacramento,,5040 FRANKLIN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA FLOR PUPUSAS GRILL,SACRAMENTO,Sacramento,,2440 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA MISION RESTAURANT,SACRAMENTO,Sacramento,,4439 FLORIN RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA PANTERA CLUB,SACRAMENTO,Sacramento,,3121 26TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA POPULAR RESTAURANT,SACRAMENTO,Sacramento,,9180 KIEFER BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA POPULAR SUPERMARKET INC,SACRAMENTO,Sacramento,,9180 KIEFER BLVD UNIT A,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA RIVIERA FOOD & LIQUOR,SACRAMENTO,Sacramento,,9331 LA RIVIERA DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LA SONSONATECA RESTAURANT,SACRAMENTO,Sacramento,,5243 ELKHORN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LA TERRAZA MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,1027 2ND ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LAKEVIEW ESTATE & WINERY,SACRAMENTO,Sacramento,,9005 RIVER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAMPPOST PIZZA,SACRAMENTO,Sacramento,,8065 ELK GROVE FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAYALINA RESTAURANT & BAR,SACRAMENTO,Sacramento,,1596 HOWE AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
LEGENDS SPORTS LLC,SACRAMENTO,Sacramento,,547 L ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIANG'S KOREAN FOODIE HOUSE,SACRAMENTO,Sacramento,,3643 BRADSHAW RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LICHINE'S LIQUOR & DELI,SACRAMENTO,Sacramento,,7107 S LAND PARK DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIMELIGHT BAR AND CAFE,SACRAMENTO,Sacramento,,1014 ALHAMBRA BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
LIQUOR KING,SACRAMENTO,Sacramento,,5620 FRANKLIN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIQUOR LAND,SACRAMENTO,Sacramento,,2630 MARCONI AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIQUOR LOCKER,SACRAMENTO,Sacramento,,3399 WATT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIQUOR LOFT,SACRAMENTO,Sacramento,,9791 LINCOLN VILLAGE DR 1,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIQUOR VIDEO CENTER,SACRAMENTO,Sacramento,,7137 WALERGA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LOCK & KEY TAPAS + BAR  THE,SACRAMENTO,Sacramento,,2718 J ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
LOCKED BARREL,SACRAMENTO,Sacramento,,921 11TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
LOLA'S LOUNGE,SACRAMENTO,Sacramento,,2424 16TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
LONG SANDWICHES & RESTAURANT,SACRAMENTO,Sacramento,,6451 STOCKTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LOS JARRITOS RESTAURANT,SACRAMENTO,Sacramento,,2509 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LOTTERY LIQUOR,SACRAMENTO,Sacramento,,8655 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LOTUS THAI CUISINE,SACRAMENTO,Sacramento,,425 J ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LUCCA RESTAURANT,SACRAMENTO,Sacramento,,1615 J ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
LUCID WINERY@ MIDTOWN  FARMERS MARKET SACRAMENTO C,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LUCIDITY WINE MERCHANTS,SACRAMENTO,Sacramento,,6590 LONGRIDGE WY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LUIGI'S PIZZA PARLOR,SACRAMENTO,Sacramento,,3800 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LUMBERJACKS RESTAURANT,SACRAMENTO,Sacramento,,5820 MADISON AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
M & B DISCOUNT LIQUORS,SACRAMENTO,Sacramento,,2230 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
M & M LIQUOR AND FOOD,SACRAMENTO,Sacramento,,8969 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
M & N LIQUOR & DELI,SACRAMENTO,Sacramento,,8722 LA RIVIERA DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAKISU SUSHI,SACRAMENTO,Sacramento,,2338 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MANGO'S CANTINA & GRILL,SACRAMENTO,Sacramento,,1930 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARINAS RESTAURANT,SACRAMENTO,Sacramento,,2267 NORTHGATE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MARTHA'S TAQUERIA AUTHENTIC MEXICAN FOOD INC,SACRAMENTO,Sacramento,,7753 ROSEVILLE RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MAS TACO BAR,SACRAMENTO,Sacramento,,3535 FAIR OAKS BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MASLAN WINES,SACRAMENTO,Sacramento,,3400 COTTAGE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MASONS MA FONGS PARK ULTRA LOUNGE,SACRAMENTO,Sacramento,,1431 L ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
MAYA TRADITIONAL MEXICAN CUISINE,SACRAMENTO,Sacramento,,455 BERCUT DR,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ME'S KITCHEN,SACRAMENTO,Sacramento,,2610 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MENDOCINO FARMS SANDWICH MARKET,SACRAMENTO,Sacramento,,4730 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
METAPHOR WINES  INCORPORATED,SACRAMENTO,Sacramento,,420 HOPKINS RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
METRO FOOD AND LIQUOR,SACRAMENTO,Sacramento,,5380 H ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MEZCALL GRILL,SACRAMENTO,Sacramento,,5701 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MI CANTINA RESTAURANT,SACRAMENTO,Sacramento,,2425 NORTHGATE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MIDTOWN LIVE SPORTS AND EVENTS,SACRAMENTO,Sacramento,,1630 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MIDTOWN LOUNGE,SACRAMENTO,Sacramento,,1111 24TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
MIKES LIQUOR,SACRAMENTO,Sacramento,,5621 HILLSDALE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,SACRAMENTO,Sacramento,,1530 J ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
MILANO PIZZA  INC,SACRAMENTO,Sacramento,,3900 60TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MING DYNASTY SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MISO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,1517 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
