Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
SMART STOP LIQUOR,ROSEVILLE,Placer,,5140 FOOTHILLS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMASHBURGER,ROSEVILLE,Placer,,1210 ROSEVILLE PARKWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOHO SUSHI AND TEPPANYAKI INC,ROSEVILLE,Placer,,1811 DOUGLAS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOUTH CAFE THE,ROSEVILLE,Placer,,2600 EUREKA RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SPROUTS FARMERS MARKET,ROSEVILLE,Placer,,2030 DOUGLAS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUMO SUSHI ROSEVILLE,ROSEVILLE,Placer,,3988 DOUGLAS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUSHI HOUSE,ROSEVILLE,Placer,,901 SUNRISE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUSHI MON,ROSEVILLE,Placer,,7456 FOOTHILLS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUSHI OMAKASE,ROSEVILLE,Placer,,9213 SIERRA COLLEGE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUSIE'S COUNTRY OAKS CAFE,ROSEVILLE,Placer,,1000 MELODY LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TANGS SUSHI,ROSEVILLE,Placer,,1426 BLUE OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TELEFERIC BARCELONA,ROSEVILLE,Placer,,1190 ROSEVILLE PKWY,Bar,ABC License,INDEPENDENT,N/A,HIGH
TEQUILA GRILL,ROSEVILLE,Placer,,9290 SIERRA COLLEGE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THAI BASIL RESTAURANT,ROSEVILLE,Placer,,1613 DOUGLAS BLVD,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
THAI PEPPERS,ROSEVILLE,Placer,,970 SUNRISE AVE,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
THE AURA KITCHEN & BAR,ROSEVILLE,Placer,,117 CHURCH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
THE OWL CLUB,ROSEVILLE,Placer,,109 CHURCH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THE TRAX TAPROOM & KITCHEN,ROSEVILLE,Placer,,400 VERNON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TIMBERS AT THE LODGE RESTAURANT,ROSEVILLE,Placer,,7050 DEL WEBB BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TOPGOLF,ROSEVILLE,Placer,,1700 FREEDOM WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TOTAL WINE & MORE,ROSEVILLE,Placer,,5791 FIVE STAR DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TRADER JOE'S STORE 266,ROSEVILLE,Placer,,10261 FAIRWAY DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TROCADERO CLUB THE,ROSEVILLE,Placer,,119 CHURCH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
UMI SUSHI,ROSEVILLE,Placer,,107 S HARDING BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VELLY PIZZA,ROSEVILLE,Placer,,7441 FOOTHILLS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VERNON STREET GRILL,ROSEVILLE,Placer,,211 VERNON ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
VILLASPORT ATHLETIC CLUB AND SPA,ROSEVILLE,Placer,,291 CONFERENCE CENTER DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WALMART STORE 1988,ROSEVILLE,Placer,,900 PLEASANT GROVE BLVD,Food Service,ABC License,CHAIN,WALMART,LOW
WASHINGTON MINI MART,ROSEVILLE,Placer,,999 WASHINGTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WEST HOUSE BAR & HOTEL INC,ROSEVILLE,Placer,,347 ATLANTIC ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
WHOLE FOODS MARKET,ROSEVILLE,Placer,,1001 GALLERIA BLVD,Food Service,ABC License,CHAIN,WHOLE FOODS,LOW
WINE WITH TESH,ROSEVILLE,Placer,,507 ARLENE DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WORLD MARKET,ROSEVILLE,Placer,,1120 GALLERIA BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
YARD HOUSE RESTAURANT #8331,ROSEVILLE,Placer,,1166 ROSEVILLE PKWY,Restaurant,ABC License,CHAIN,YARD HOUSE,LOW
YOKO SUSHI,ROSEVILLE,Placer,,1603 DOUGLAS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHERIDAN MARKET,SHERIDAN,Placer,,4912 RIOSA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RAINBOW TAVERN & LODGE,SODA SPRINGS,Placer,,50080 HAMPSHIRE ROCKS RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
7 ELEVEN STORE 2364-14077G,TAHOE CITY,Placer,,3210 N LAKE BLVD,Food Service,ABC License,CHAIN,7 ELEVEN,LOW
CAFE ZENON,TAHOE CITY,Placer,,251 N LAKE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CANIHAN WINES & CANIHAN FAMILY CELLARS,TAHOE CITY,Placer,,3651 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CHRISTY HILL RESTAURANT,TAHOE CITY,Placer,,115 GROVE ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
DONNER CREEK BREW HUB @TAHOE CITY FARMERS' MARKET,TAHOE CITY,Placer,,400 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FAT CAT BAR & GRILL,TAHOE CITY,Placer,,599 N LAKE BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
FIRE SIGN CAFE,TAHOE CITY,Placer,,1785 W LAKE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
GRANT MARIE WINERY @TAHOE CITY FARMERS MARKET CFM,TAHOE CITY,Placer,,COMMONS BEACH RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN SLICE CAFE & CREAMERY,TAHOE CITY,Placer,,690 N LAKE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
QUEEN V'S SUSHI HIVE,TAHOE CITY,Placer,,950 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RIVER GRILL THE,TAHOE CITY,Placer,,55 WEST LAKE BLVD UNIT A,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RIVER RANCH LODGE & RESTAURANT,TAHOE CITY,Placer,,2285 RIVER RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ROSIES CAFE,TAHOE CITY,Placer,,571 N LAKE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SAFEWAY STORE #0381,TAHOE CITY,Placer,,100 RIVER RD,Food Service,ABC License,CHAIN,SAFEWAY,LOW
TAHOE WINE COLLECTIVE,TAHOE CITY,Placer,,760 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TAHOE YACHT CLUB,TAHOE CITY,Placer,,700 N LAKE BLVD UNIT 17,Food Service,ABC License,INDEPENDENT,N/A,HIGH
THAI KITCHEN RESTAURANT,TAHOE CITY,Placer,,877 N LAKE BLVD,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
WEST SHORE MARKET & DELI,TAHOE CITY,Placer,,1780 W LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JIFFY'S PIZZA,TAHOE VISTA,Placer,,7019 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LAKE CLUB,TAHOE VISTA,Placer,,7170 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARTIS CAMP CLUB,TAHOE VISTA,Placer,,6834 N LAKE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WEIMAR FOOD AND LIQUOR,WEIMAR,Placer,,21030 CANYON WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANTELOPE GREENS GOLF COURSE,ANTELOPE,Sacramento,,2721 ELVERTA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ANTELOPE MARKET,ANTELOPE,Sacramento,,3535 ELVERTA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAJUN & SUSHI HOUSE,ANTELOPE,Sacramento,,2921 ELVERTA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CAROLINA'S MEXICAN RESTAURANT 6,ANTELOPE,Sacramento,,4207 ELVERTA RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FIRE WINGS,ANTELOPE,Sacramento,,4400 ELVERTA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&S ENERGY PRODUCTS LLC STORE #3068,ANTELOPE,Sacramento,,7966 WALERGA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKES PIZZA,ANTELOPE,Sacramento,,4207 ELVERTA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,ANTELOPE,Sacramento,,7909 WALERGA RD,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
SPIRIT KINGS LIQUOR - ANTELOPE,ANTELOPE,Sacramento,,8023 WATT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TASTY PALACE CHINESE RESTAURANT,ANTELOPE,Sacramento,,7943 WATT AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
WAL MART STORE 1881,ANTELOPE,Sacramento,,7901 WATT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
YUMMY TER!YAKI AND SUSHI,ANTELOPE,Sacramento,,7909 WALERGA RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
5 STAR LIQUOR,CARMICHAEL,Sacramento,,5038 MARCONI AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
7 ELEVEN STORE 2365-23010E,CARMICHAEL,Sacramento,,5101 MARCONI AVE,Food Service,ABC License,CHAIN,7 ELEVEN,LOW
99 CENTS ONLY STORE 176,CARMICHAEL,Sacramento,,6431 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BLUE SKY CHINESE RESTAURANT,CARMICHAEL,Sacramento,,7323 FAIR OAKS BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
BURGERIM,CARMICHAEL,Sacramento,,7423 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CALIFORNIA WINE & LIQUOR,CARMICHAEL,Sacramento,,5008 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CLUBHOUSE,CARMICHAEL,Sacramento,,5150 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CVS PHARMACY STORE 9809,CARMICHAEL,Sacramento,,4959 MARCONI AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DESI PIZZA & WINGS,CARMICHAEL,Sacramento,,9045 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EL PALMAR MEXICAN RESTAURANT,CARMICHAEL,Sacramento,,2452 MISSION AVE,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
FAIR OAKS LIQUOR BARN,CARMICHAEL,Sacramento,,7820 FAIR OAKS BLVD UNIT C,Bar,ABC License,INDEPENDENT,N/A,HIGH
FAIR OAKS MARKET,CARMICHAEL,Sacramento,,6306 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GAMI BURGER,CARMICHAEL,Sacramento,,5050 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
GRANITE'S SUBS & WINGS,CARMICHAEL,Sacramento,,5847 MANZANITA AVE UNIT A,Food Service,ABC License,INDEPENDENT,N/A,HIGH
H&S ENERGY PRODUCTS  LLC STORE #3074,CARMICHAEL,Sacramento,,5049 MARCONI AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
IN AND OUT MARKET,CARMICHAEL,Sacramento,,4781 MANZANITA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JACKS URBAN EATS #15,CARMICHAEL,Sacramento,,4005 MANZANITA AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JIMBOY'S TACOS,CARMICHAEL,Sacramento,,7401 FAIR OAKS BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
JOHNS FOOD & LIQUOR,CARMICHAEL,Sacramento,,5935 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
KAY BEE LIQUOR,CARMICHAEL,Sacramento,,7313 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LIDO BAR & GRILL,CARMICHAEL,Sacramento,,7907 & 7909  FAIR OAKS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
MADISON LIQUOR,CARMICHAEL,Sacramento,,5926-28 MADISON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAIN EVENT BAR & GRILL THE,CARMICHAEL,Sacramento,,6700 TARSHES DR,Bar,ABC License,INDEPENDENT,N/A,HIGH
MANDS WINE AND LIQUOR,CARMICHAEL,Sacramento,,5150 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARK & MONICA'S FAMILY PIZZA,CARMICHAEL,Sacramento,,4751 MANZANITA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MATTEOS PIZZA & BISTRO,CARMICHAEL,Sacramento,,5132 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKE'S PIZZA,CARMICHAEL,Sacramento,,4141 MANZANITA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKES PIZZA,CARMICHAEL,Sacramento,,5019 EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MR PICKLES SANDWICH SHOP,CARMICHAEL,Sacramento,,5900 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NOROC RESTAURANT,CARMICHAEL,Sacramento,,4715 MANZANITA AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PALM ST PUB & GRILL,CARMICHAEL,Sacramento,,6416 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO HOUSE,CARMICHAEL,Sacramento,,6436 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROCKYAAD JAMAICAN RESTAURANT,CARMICHAEL,Sacramento,,7609 FAIR OAKS BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,CARMICHAEL,Sacramento,,4005 MANZANITA AVE,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
ROYAL HOUSE OF LIQUOR,CARMICHAEL,Sacramento,,5839 MANZANITA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SD FOOD STORE,CARMICHAEL,Sacramento,,5740 WINDING WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SERRITELLAS RESTAURANT,CARMICHAEL,Sacramento,,6241 FAIR OAKS BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
STAR LIQUOR,CARMICHAEL,Sacramento,,5109 GIBBONS DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STRINGS ITALIAN CAFE,CARMICHAEL,Sacramento,,4104 MANZANITA AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SUNSHINE MARKET,CARMICHAEL,Sacramento,,5150 MANZANITA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUSHI & TERIYAKI EXPRESS,CARMICHAEL,Sacramento,,6047 MADISON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TAIKO SUSHI,CARMICHAEL,Sacramento,,6241 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
TIME OUT TAVERN,CARMICHAEL,Sacramento,,7630 FAIR OAKS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
URBANOS MEXICAN RESTAURANT,CARMICHAEL,Sacramento,,5825 MANZANITA AVE,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
WALMART NEIGHBORHOOD MARKET 5981,CARMICHAEL,Sacramento,,6005 MADISON AVE,Food Service,ABC License,CHAIN,WALMART,LOW
WILD REJOICE WINE COMPANY @ CARMICHAEL CFM,CARMICHAEL,Sacramento,,5750 GRANT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
YEREVAN BAR AND RESTAURANT INC,CARMICHAEL,Sacramento,,7600 FAIR OAKS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
YIANNI'S BAR AND GRILL,CARMICHAEL,Sacramento,,6628 FAIR OAKS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
AKIRA JAPANESE RESTAURANT,CITRUS HEIGHTS,Sacramento,,6191 GREENBACK LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ANTELOPE 76 MARKET,CITRUS HEIGHTS,Sacramento,,7800 LICHEN DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,CITRUS HEIGHTS,Sacramento,,6900 AUBURN BLVD,Bar,ABC License,CHAIN,APPLEBEE,LOW
BARGAIN SUPERMARKET,CITRUS HEIGHTS,Sacramento,,7817 GREENBACK LN,Bar,ABC License,INDEPENDENT,N/A,HIGH
BEACH HUT DELI,CITRUS HEIGHTS,Sacramento,,6406 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
BETO'S TACOS MEXICAN FOOD,CITRUS HEIGHTS,Sacramento,,8032 AUBURN BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
BUFFALO WILD WINGS,CITRUS HEIGHTS,Sacramento,,6301 SUNRISE BLVD,Food Service,ABC License,CHAIN,BUFFALO WILD WINGS,LOW
CALIFORNIA FISH GRILL,CITRUS HEIGHTS,Sacramento,,5406 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CH CAFE & GRILL,CITRUS HEIGHTS,Sacramento,,6215 SUNRISE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
CHIPOTLE MEXICAN GRILL,CITRUS HEIGHTS,Sacramento,,5851 SUNRISE BLVD A6,Mexican Restaurant,ABC License,CHAIN,CHIPOTLE,LOW
CIROS GOURMET PIZZA,CITRUS HEIGHTS,Sacramento,,7521 OLD AUBURN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CITY MARKET,CITRUS HEIGHTS,Sacramento,,6825 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CORNER SPOT KARAOKE LECAFE,CITRUS HEIGHTS,Sacramento,,6432 TUPELO DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
COST PLUS WORLD MARKET,CITRUS HEIGHTS,Sacramento,,6191 SUNRISE BLVD,Food Service,ABC License,CHAIN,COST PLUS,LOW
COZI WINES,CITRUS HEIGHTS,Sacramento,,8445 JONQUIL WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
CREPES AND BURGERS,CITRUS HEIGHTS,Sacramento,,8000 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DISCOUNT LIQUOR MINI MARKET,CITRUS HEIGHTS,Sacramento,,7339 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
DOS COYOTES BORDER CAFE,CITRUS HEIGHTS,Sacramento,,5450 SUNRISE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
DOUBLE SHOT LIQUOR,CITRUS HEIGHTS,Sacramento,,6073 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
EMPIRE FOOD AND LIQUOR,CITRUS HEIGHTS,Sacramento,,7340 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ERICAS CAFE,CITRUS HEIGHTS,Sacramento,,7451 GREENBACK LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
EZ MART LIQUOR,CITRUS HEIGHTS,Sacramento,,7800 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FARMER COUNTRY MARKET,CITRUS HEIGHTS,Sacramento,,7672 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
FELIPES MEXICAN RESTAURANT,CITRUS HEIGHTS,Sacramento,,7959 AUBURN BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
HAPPY SUSHI STAR,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HAYA SUSHI,CITRUS HEIGHTS,Sacramento,,7086 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
HIBACHI SUSHI BUFFET,CITRUS HEIGHTS,Sacramento,,5623 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
IN & GO MARKET,CITRUS HEIGHTS,Sacramento,,12417 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
INDIA OVEN RESTAURANT & WHITE LOTUS BANQUET HALL,CITRUS HEIGHTS,Sacramento,,6105 SUNRISE VISTA DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
J B LIQUOR & GROCERY,CITRUS HEIGHTS,Sacramento,,7028 SYLVAN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
JOES FOOD & LIQUOR,CITRUS HEIGHTS,Sacramento,,7666 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
LASAM PHO  VIETNAMESE NOODLE BAR & MORE,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
M & J MARKET,CITRUS HEIGHTS,Sacramento,,5944 SPERRY DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MAJESTIC WINES LLC,CITRUS HEIGHTS,Sacramento,,7620 WOODDALE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MANNS LIQUOR,CITRUS HEIGHTS,Sacramento,,8130 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MARIPOSA MARKET,CITRUS HEIGHTS,Sacramento,,7754 MARIPOSA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MIZUKI SUSHI,CITRUS HEIGHTS,Sacramento,,5500 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKES PIZZA,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MR. LIQUOR,CITRUS HEIGHTS,Sacramento,,7807 MADISON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
N.Y. CITY PIZZA,CITRUS HEIGHTS,Sacramento,,6240 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NORSE LEGEND MEAD @ SUNRISE MALL FARMERS MARKET,CITRUS HEIGHTS,Sacramento,,6041 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OLIVE GARDEN ITALIAN RESTAURANT THE 1246,CITRUS HEIGHTS,Sacramento,,5445 SUNRISE BLVD,Restaurant,ABC License,CHAIN,OLIVE GARDEN,LOW
PANCHITO MEXICAN RESTAURANT,CITRUS HEIGHTS,Sacramento,,7683 AUBURN BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PEARL HOUSE RESTAURANT,CITRUS HEIGHTS,Sacramento,,6053 GREENBACK LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PHAT CHADS TAVERN,CITRUS HEIGHTS,Sacramento,,7951 AUBURN BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
PHO ABC INC,CITRUS HEIGHTS,Sacramento,,7811 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO VIET,CITRUS HEIGHTS,Sacramento,,5948 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET #9167,CITRUS HEIGHTS,Sacramento,,7901 MADISON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RED ROBIN AMERICAS GOURMET BURGERS & SPIRITS,CITRUS HEIGHTS,Sacramento,,7990 GREENBACK LN,Food Service,ABC License,CHAIN,RED ROBIN,LOW
ROCK HARD BURGERS AND BREW,CITRUS HEIGHTS,Sacramento,,7032 SYLVAN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROCKYS 7440 CLUB,CITRUS HEIGHTS,Sacramento,,7440 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,CITRUS HEIGHTS,Sacramento,,7867 LICHEN DR,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
ROYAL INDIAN,CITRUS HEIGHTS,Sacramento,,8055 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAM'S LIQUOR & FOOD 95776,CITRUS HEIGHTS,Sacramento,,8516 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAMMY'S RESTAURANT & BAR,CITRUS HEIGHTS,Sacramento,,6508-6510 ANTELOPE ROAD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SAMS CLUB 4799,CITRUS HEIGHTS,Sacramento,,7147 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVE MART LIQUOR,CITRUS HEIGHTS,Sacramento,,7823 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHAKERS PUB,CITRUS HEIGHTS,Sacramento,,5940 SPERRY DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHENANIGANS KITCHEN & BAR,CITRUS HEIGHTS,Sacramento,,7427-7431 MADISON AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
SMASHBURGER,CITRUS HEIGHTS,Sacramento,,5500 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPROUTS FARMERS MARKET,CITRUS HEIGHTS,Sacramento,,7905 GREENBACK LANE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUMMER HILLS LIQUOR,CITRUS HEIGHTS,Sacramento,,6456 TUPELO DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUPER STOP LIQUOR & FOOD,CITRUS HEIGHTS,Sacramento,,6234 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SWEET MUSIC STUDIO CAFE,CITRUS HEIGHTS,Sacramento,,8040 GREENBACK LN,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
TONYS LIQUOR & DELI,CITRUS HEIGHTS,Sacramento,,6968 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WALMART NEIGHBORHOOD MARKET #4759,CITRUS HEIGHTS,Sacramento,,6197 SUNRISE BLVD,Food Service,ABC License,CHAIN,WALMART,LOW
WINE CONSULTANT THE,CITRUS HEIGHTS,Sacramento,,8039 GREENBACK LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
WORLD MARKET,CITRUS HEIGHTS,Sacramento,,6191 SUNRISE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
