Business Name,City,County,Phone,Address,Business Type,Source,Chain Status
KWIK SHOP MARKET,SACRAMENTO,Sacramento,,6230 FRUITRIDGE RD,Food Service,ABC License Data,INDEPENDENT
KYOTO SUSHI BAR GRILL & RAMEN,SACRAMENTO,Sacramento,,1724 BROADWAY,Bar,ABC License Data,INDEPENDENT
L & M LIQUOR & DELI,ORANGEVALE,Sacramento,,8836 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
LA BANGIN TACOS,SACRAMENTO,Sacramento,,1600 FULTON AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
LA BARCA BIRRIA & MARISCOS,SACRAMENTO,Sacramento,,2400 FLORIN RD,Bar,ABC License Data,INDEPENDENT
LA COSTA CAFE,SACRAMENTO,Sacramento,,701 19TH ST,Restaurant,ABC License Data,INDEPENDENT
LA ESPERANZA SUPERMARKET OF SACRAMENTO,SACRAMENTO,Sacramento,,5040 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
LA ESQUINA MEXICAN KITCHEN,FOLSOM,Sacramento,,402 NATOMA ST,Mexican Restaurant,ABC License Data,INDEPENDENT
LA FLOR PUPUSAS GRILL,SACRAMENTO,Sacramento,,2440 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
LA MISION RESTAURANT,SACRAMENTO,Sacramento,,4439 FLORIN RD,Restaurant,ABC License Data,INDEPENDENT
LA PANTERA CLUB,SACRAMENTO,Sacramento,,3121 26TH AVE,Food Service,ABC License Data,INDEPENDENT
LA PLACITA MEXICAN RESTAURANT,ORANGEVALE,Sacramento,,9272 GREENBACK LN,Mexican Restaurant,ABC License Data,INDEPENDENT
LA POPULAR RESTAURANT,SACRAMENTO,Sacramento,,9180 KIEFER BLVD,Restaurant,ABC License Data,INDEPENDENT
LA POPULAR SUPERMARKET INC,SACRAMENTO,Sacramento,,9180 KIEFER BLVD UNIT A,Food Service,ABC License Data,INDEPENDENT
LA RIVIERA FOOD & LIQUOR,SACRAMENTO,Sacramento,,9331 LA RIVIERA DR,Food Service,ABC License Data,INDEPENDENT
LA SONSONATECA RESTAURANT,SACRAMENTO,Sacramento,,5243 ELKHORN BLVD,Restaurant,ABC License Data,INDEPENDENT
LA TERRAZA MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,1027 2ND ST,Mexican Restaurant,ABC License Data,INDEPENDENT
LAGUNA CREEK RACQUET CLUB,ELK GROVE,Sacramento,,9570 RACQUET CT,Food Service,ABC License Data,INDEPENDENT
LAGUNA LIQUOR MART,ELK GROVE,Sacramento,,9632 EMERALD OAK DR,Food Service,ABC License Data,INDEPENDENT
LAKE BOWL LOUNGE,FOLSOM,Sacramento,,511 E BIDWELL ST,Bar,ABC License Data,INDEPENDENT
LAKEVIEW ESTATE & WINERY,SACRAMENTO,Sacramento,,9005 RIVER RD,Food Service,ABC License Data,INDEPENDENT
LAMPPOST PIZZA,ELK GROVE,Sacramento,,5109 LAGUNA BLVD,Food Service,ABC License Data,INDEPENDENT
LAMPPOST PIZZA,SACRAMENTO,Sacramento,,8065 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
LASAM PHO  VIETNAMESE NOODLE BAR & MORE,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Bar,ABC License Data,INDEPENDENT
LAYALINA RESTAURANT & BAR,SACRAMENTO,Sacramento,,1596 HOWE AVE,Bar,ABC License Data,INDEPENDENT
LAZY DOG RESTAURANT & BAR,FOLSOM,Sacramento,,300 PALLADIO PKWY,Bar,ABC License Data,INDEPENDENT
LEGENDS SPORTS LLC,SACRAMENTO,Sacramento,,547 L ST,Food Service,ABC License Data,INDEPENDENT
LEXINGTON WINE & LIQUOR,FOLSOM,Sacramento,,316 S LEXINGTON DR,Food Service,ABC License Data,INDEPENDENT
LIANG'S KOREAN FOODIE HOUSE,SACRAMENTO,Sacramento,,3643 BRADSHAW RD,Food Service,ABC License Data,INDEPENDENT
LICHINE'S LIQUOR & DELI,SACRAMENTO,Sacramento,,7107 S LAND PARK DR,Food Service,ABC License Data,INDEPENDENT
LIDO BAR & GRILL,CARMICHAEL,Sacramento,,7907 & 7909  FAIR OAKS BLVD,Bar,ABC License Data,INDEPENDENT
LIGHTHOUSE MARINA RESTAURANT & RESORT THE,ISLETON,Sacramento,,151 BRANNAN ISLAND RD,Restaurant,ABC License Data,INDEPENDENT
LIGHTHOUSE MARINA RESTAURANT AND RESORT THE,ISLETON,Sacramento,,151 BRANNAN ISLAND RD,Restaurant,ABC License Data,INDEPENDENT
LIMELIGHT BAR AND CAFE,SACRAMENTO,Sacramento,,1014 ALHAMBRA BLVD,Bar,ABC License Data,INDEPENDENT
LIQUID NEIGHBORHOOD BAR,FAIR OAKS,Sacramento,,8121 MADISON AVE,Bar,ABC License Data,INDEPENDENT
LIQUOR KING,SACRAMENTO,Sacramento,,5620 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
LIQUOR LAND,SACRAMENTO,Sacramento,,2630 MARCONI AVE,Food Service,ABC License Data,INDEPENDENT
LIQUOR LOCKER,SACRAMENTO,Sacramento,,3399 WATT AVE,Food Service,ABC License Data,INDEPENDENT
LIQUOR LOFT,SACRAMENTO,Sacramento,,9791 LINCOLN VILLAGE DR 1,Food Service,ABC License Data,INDEPENDENT
LIQUOR VIDEO CENTER,SACRAMENTO,Sacramento,,7137 WALERGA RD,Food Service,ABC License Data,INDEPENDENT
LIRAS SUPERMARKET,RIO VISTA,Sacramento,,609 HWY 12,Food Service,ABC License Data,INDEPENDENT
LOCK & KEY TAPAS + BAR  THE,SACRAMENTO,Sacramento,,2718 J ST,Bar,ABC License Data,INDEPENDENT
LOCKED BARREL,SACRAMENTO,Sacramento,,921 11TH ST,Bar,ABC License Data,INDEPENDENT
LOLA'S LOUNGE,SACRAMENTO,Sacramento,,2424 16TH ST,Bar,ABC License Data,INDEPENDENT
LOLITAS AUTHENTIC MEXICAN CUISINE,FOLSOM,Sacramento,,9580 OAK AVE PKWY,Mexican Restaurant,ABC License Data,INDEPENDENT
LONG SANDWICHES & RESTAURANT,SACRAMENTO,Sacramento,,6451 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
LOS GORDOS MEXICAN GRILL,FAIR OAKS,Sacramento,,4713 SAN JUAN AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
LOS JARRITOS RESTAURANT,SACRAMENTO,Sacramento,,2509 BROADWAY,Restaurant,ABC License Data,INDEPENDENT
LOTTERY LIQUOR,SACRAMENTO,Sacramento,,8655 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
LOTUS 8 ASIAN CUISINE,FOLSOM,Sacramento,,199 BLUE RAVINE RD,Asian Restaurant,ABC License Data,INDEPENDENT
LOTUS THAI CUISINE,SACRAMENTO,Sacramento,,425 J ST,Asian Restaurant,ABC License Data,INDEPENDENT
LOUIE'S COCKTAIL LOUNGE,RANCHO CORDOVA,Sacramento,,3030 MATHER FIELD RD,Bar,ABC License Data,INDEPENDENT
LOUIS LIQUOR,ORANGEVALE,Sacramento,,9260 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
LUCCA RESTAURANT,SACRAMENTO,Sacramento,,1615 J ST,Restaurant,ABC License Data,INDEPENDENT
LUCID WINERY@ MIDTOWN  FARMERS MARKET SACRAMENTO C,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License Data,INDEPENDENT
LUCIDITY WINE MERCHANTS,SACRAMENTO,Sacramento,,6590 LONGRIDGE WY,Food Service,ABC License Data,INDEPENDENT
LUCKY LIQUOR,ELK GROVE,Sacramento,,8723 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
LUCYS CAFE,RIO VISTA,Sacramento,,95 MAIN ST,Restaurant,ABC License Data,INDEPENDENT
LUIGI'S PIZZA PARLOR,SACRAMENTO,Sacramento,,3800 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
LUMBERJACKS RESTAURANT,SACRAMENTO,Sacramento,,5820 MADISON AVE,Restaurant,ABC License Data,INDEPENDENT
M & B CORDOVA LIQUORS,RANCHO CORDOVA,Sacramento,,2787 DON JUAN DR,Food Service,ABC License Data,INDEPENDENT
M & B DISCOUNT LIQUORS,SACRAMENTO,Sacramento,,2230 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
M & J MARKET,CITRUS HEIGHTS,Sacramento,,5944 SPERRY DR,Food Service,ABC License Data,INDEPENDENT
M & M LIQUOR AND FOOD,SACRAMENTO,Sacramento,,8969 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
M & N LIQUOR & DELI,SACRAMENTO,Sacramento,,8722 LA RIVIERA DR,Food Service,ABC License Data,INDEPENDENT
MACQUES BAR-BE-QUE,ELK GROVE,Sacramento,,8517 ELK GROVE BLVD,Bar,ABC License Data,INDEPENDENT
MADISON LIQUOR,CARMICHAEL,Sacramento,,5926-28 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
MAHARANI INDIA RESTAURANT,ELK GROVE,Sacramento,,9583 ELK GROVE FLORIN RD,Restaurant,ABC License Data,INDEPENDENT
MAIN EVENT BAR & GRILL THE,CARMICHAEL,Sacramento,,6700 TARSHES DR,Bar,ABC License Data,INDEPENDENT
MAIN FOOD MART & LIQUOR,ORANGEVALE,Sacramento,,6229 MAIN AVE,Food Service,ABC License Data,INDEPENDENT
MAJESTIC WINES LLC,CITRUS HEIGHTS,Sacramento,,7620 WOODDALE WAY,Food Service,ABC License Data,INDEPENDENT
MAKE FISH POKE & SUSHI BURRITO,ELK GROVE,Sacramento,,9015 BRUCEVILLE RD,Food Service,ABC License Data,INDEPENDENT
MAKISU SUSHI,SACRAMENTO,Sacramento,,2338 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
MAMAS BBQ GRILL,GALT,Sacramento,,1000 C ST,Food Service,ABC License Data,INDEPENDENT
MANDS WINE AND LIQUOR,CARMICHAEL,Sacramento,,5150 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
MANGO'S CANTINA & GRILL,SACRAMENTO,Sacramento,,1930 K ST,Food Service,ABC License Data,INDEPENDENT
MANNS LIQUOR,CITRUS HEIGHTS,Sacramento,,8130 AUBURN BLVD,Food Service,ABC License Data,INDEPENDENT
MANNY BARZZERIA,ISLETON,Sacramento,,212 2ND ST,Bar,ABC License Data,INDEPENDENT
MARINA WEST YACHT CLUB,ISLETON,Sacramento,,100 OXBOW MARINA DR,Food Service,ABC License Data,INDEPENDENT
MARINAS RESTAURANT,SACRAMENTO,Sacramento,,2267 NORTHGATE BLVD,Restaurant,ABC License Data,INDEPENDENT
MARIPOSA MARKET,CITRUS HEIGHTS,Sacramento,,7754 MARIPOSA AVE,Food Service,ABC License Data,INDEPENDENT
MARK & MONICA'S FAMILY PIZZA,CARMICHAEL,Sacramento,,4751 MANZANITA AVE,Food Service,ABC License Data,INDEPENDENT
MARTHA'S TAQUERIA AUTHENTIC MEXICAN FOOD INC,SACRAMENTO,Sacramento,,7753 ROSEVILLE RD,Mexican Restaurant,ABC License Data,INDEPENDENT
MARTIN'S FAMOUS STREET TACOS,GOLD RIVER,Sacramento,,11344 COLOMA RD,Mexican Restaurant,ABC License Data,INDEPENDENT
MARTIROSYANS LIQUOR CORP,RANCHO CORDOVA,Sacramento,,3339 FITZGERALD RD,Food Service,ABC License Data,INDEPENDENT
MARU RAMEN BAR,ELK GROVE,Sacramento,,8698 ELK GROVE BLVD,Bar,ABC License Data,INDEPENDENT
MAS TACO BAR,SACRAMENTO,Sacramento,,3535 FAIR OAKS BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
MAS TACO BARS,FOLSOM,Sacramento,,450 PALLADIO PKWY,Mexican Restaurant,ABC License Data,INDEPENDENT
MASLAN WINES,SACRAMENTO,Sacramento,,3400 COTTAGE WAY,Food Service,ABC License Data,INDEPENDENT
MASONS MA FONGS PARK ULTRA LOUNGE,SACRAMENTO,Sacramento,,1431 L ST,Bar,ABC License Data,INDEPENDENT
MASTER SUSHI,FOLSOM,Sacramento,,194 BLUE RAVINE RD,Food Service,ABC License Data,INDEPENDENT
MATHER GOLF COURSE,MATHER,Sacramento,,4103 ZINFANDEL DR,Food Service,ABC License Data,INDEPENDENT
MATSUYAMA RESTAURANT,GALT,Sacramento,,10420 TWIN CITIES RD,Restaurant,ABC License Data,INDEPENDENT
MATTEOS PIZZA & BISTRO,CARMICHAEL,Sacramento,,5132 ARDEN WAY,Food Service,ABC License Data,INDEPENDENT
MAYA TRADITIONAL MEXICAN CUISINE,SACRAMENTO,Sacramento,,455 BERCUT DR,Mexican Restaurant,ABC License Data,INDEPENDENT
MCCONNELL ESTATES WINERY,ELK GROVE,Sacramento,,10686 W STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
ME'S KITCHEN,SACRAMENTO,Sacramento,,2610 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
MENDOCINO FARMS SANDWICH MARKET,ELK GROVE,Sacramento,,8170 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
MENDOCINO FARMS SANDWICH MARKET,SACRAMENTO,Sacramento,,4730 FREEPORT BLVD,Food Service,ABC License Data,INDEPENDENT
METAPHOR WINES  INCORPORATED,SACRAMENTO,Sacramento,,420 HOPKINS RD,Food Service,ABC License Data,INDEPENDENT
METRO FOOD AND LIQUOR,SACRAMENTO,Sacramento,,5380 H ST,Food Service,ABC License Data,INDEPENDENT
MEXQUITE COCINA MEXICANA & TEQUILA LOUNGE,FOLSOM,Sacramento,,25095 BLUE RAVINE RD,Mexican Restaurant,ABC License Data,INDEPENDENT
MEZCALL GRILL,SACRAMENTO,Sacramento,,5701 BROADWAY,Food Service,ABC License Data,INDEPENDENT
MI CANTINA RESTAURANT,SACRAMENTO,Sacramento,,2425 NORTHGATE BLVD,Restaurant,ABC License Data,INDEPENDENT
MIDTOWN LIVE SPORTS AND EVENTS,SACRAMENTO,Sacramento,,1630 J ST,Food Service,ABC License Data,INDEPENDENT
MIDTOWN LOUNGE,SACRAMENTO,Sacramento,,1111 24TH ST,Bar,ABC License Data,INDEPENDENT
MIKES LIQUOR,SACRAMENTO,Sacramento,,5621 HILLSDALE BLVD,Food Service,ABC License Data,INDEPENDENT
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,FAIR OAKS,Sacramento,,4315-25 HAZEL AVE,Bar,ABC License Data,INDEPENDENT
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,SACRAMENTO,Sacramento,,1530 J ST,Bar,ABC License Data,INDEPENDENT
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,ELK GROVE,Sacramento,,8525 BOND RD,Bar,ABC License Data,INDEPENDENT
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,FOLSOM,Sacramento,,185 PLACERVILLE RD,Bar,ABC License Data,INDEPENDENT
MILANO PIZZA  INC,SACRAMENTO,Sacramento,,3900 60TH ST,Food Service,ABC License Data,INDEPENDENT
MIMI'S CAFE,FOLSOM,Sacramento,,2719 E BIDWELL ST,Restaurant,ABC License Data,INDEPENDENT
MIMI'S MINI MART,GALT,Sacramento,,700 C ST,Food Service,ABC License Data,INDEPENDENT
MIMIS CAFE,ELK GROVE,Sacramento,,9195 W STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
MING DYNASTY SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License Data,INDEPENDENT
MIRABELLE CAFE,FAIR OAKS,Sacramento,,7318 WINDING WAY,Restaurant,ABC License Data,INDEPENDENT
MISO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,1517 BROADWAY,Restaurant,ABC License Data,INDEPENDENT
MISSION LIQUOR & FOOD,SACRAMENTO,Sacramento,,4654 WHITNEY AVE,Food Service,ABC License Data,INDEPENDENT
MIYAGI BAR AND SUSHI,SACRAMENTO,Sacramento,,2580 FAIR OAKS BLVD,Bar,ABC License Data,INDEPENDENT
MIZUKI SUSHI,CITRUS HEIGHTS,Sacramento,,5500 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
MIZUKI SUSHI,ELK GROVE,Sacramento,,7440 LAGUNA BLVD,Food Service,ABC License Data,INDEPENDENT
MOD PIZZA,RANCHO CORDOVA,Sacramento,,10909 OLSON DR,Food Service,ABC License Data,CHAIN
MOD PIZZA,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Food Service,ABC License Data,CHAIN
MONSOON BURGER,SACRAMENTO,Sacramento,,4740 NATOMAS BLVD,Food Service,ABC License Data,INDEPENDENT
MONTICELLO VICTORY BISTRO AND WINE BAR,ELK GROVE,Sacramento,,9670 LAGUNA SPRINGS DR,Bar,ABC License Data,INDEPENDENT
MORALES CARNICERIA & MARKET,SACRAMENTO,Sacramento,,6830 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
MORTON GOLF LLC,SACRAMENTO,Sacramento,,6801 FREEPORT BLVD,Food Service,ABC License Data,INDEPENDENT
MOSCOW EURO MARKET,NORTH HIGHLANDS,Sacramento,,7145 WATT AVE UNIT A,Food Service,ABC License Data,INDEPENDENT
MOTHER LODE BAR & DELI THE,SACRAMENTO,Sacramento,,1424 SILICA AVE,Bar,ABC License Data,INDEPENDENT
MOTHER RESTAURANT,SACRAMENTO,Sacramento,,2319 K ST,Restaurant,ABC License Data,INDEPENDENT
MOUNTAIN MIKE'S PIZZA,CARMICHAEL,Sacramento,,4141 MANZANITA AVE,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKE'S PIZZA,ELK GROVE,Sacramento,,9320 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKE'S PIZZA,NORTH HIGHLANDS,Sacramento,,6745 WATT AVE,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKE'S PIZZA,SACRAMENTO,Sacramento,,5640 AUBURN BLVD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,ANTELOPE,Sacramento,,4207 ELVERTA RD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,CARMICHAEL,Sacramento,,5019 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,ELK GROVE,Sacramento,,8441 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,FAIR OAKS,Sacramento,,5267 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,FOLSOM,Sacramento,,717 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,GALT,Sacramento,,10400 TWIN CITIES RD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,GOLD RIVER,Sacramento,,2220 GOLD SPRINGS CT,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,ORANGEVALE,Sacramento,,8801 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,RANCHO CORDOVA,Sacramento,,10419 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
MOUNTAIN MIKES PIZZA,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Food Service,ABC License Data,INDEPENDENT
MR B LIQUOR,SACRAMENTO,Sacramento,,5121 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
MR PICKLES SANDWICH SHOP,CARMICHAEL,Sacramento,,5900 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
MR. CRAB SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License Data,INDEPENDENT
MR. LIQUOR,CITRUS HEIGHTS,Sacramento,,7807 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
MR. TEQUILA SPORTS BAR AND GRILL,RANCHO CORDOVA,Sacramento,,12401 FOLSOM BLVD,Bar,ABC License Data,INDEPENDENT
MUIR WAY MARKET,SACRAMENTO,Sacramento,,2736 MUIR WAY,Food Service,ABC License Data,INDEPENDENT
MURIETA CAFE,RANCHO MURIETA,Sacramento,,7200 LONE PINE DR,Restaurant,ABC License Data,INDEPENDENT
MVP SPORTS GRILL,SACRAMENTO,Sacramento,,2110 L ST,Food Service,ABC License Data,INDEPENDENT
MYSTIQUE DINING,FOLSOM,Sacramento,,611 SUTTER ST,Food Service,ABC License Data,INDEPENDENT
N'JOY CHINESE CAFE,ELK GROVE,Sacramento,,7520 ELK GROVE BLVD,Restaurant,ABC License Data,INDEPENDENT
N.Y. CITY PIZZA,CITRUS HEIGHTS,Sacramento,,6240 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
NAGATO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,2820 MARCONI AVENUE,Restaurant,ABC License Data,INDEPENDENT
NARA SUSHI,FOLSOM,Sacramento,,1125 RILEY ST,Food Service,ABC License Data,INDEPENDENT
NARUMI SUSHI,RANCHO CORDOVA,Sacramento,,12251 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
NATHAN'S CHINESE CUISINE,ELK GROVE,Sacramento,,9105 BRUCEVILLE RD,Food Service,ABC License Data,INDEPENDENT
NATOMAS FAMILY GOLF CENTER,SACRAMENTO,Sacramento,,3060 EL CENTRO RD,Food Service,ABC License Data,INDEPENDENT
NATOMAS FOOD & LIQUOR,SACRAMENTO,Sacramento,,4000 E COMMERCE WAY,Food Service,ABC License Data,INDEPENDENT
NATOMAS LIQUOR & DELI,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License Data,INDEPENDENT
NATOMAS WINE AND SPIRITS,SACRAMENTO,Sacramento,,1620 W EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
NENAS MEXICAN RESTAURANT INC,SACRAMENTO,Sacramento,,232 JIBBOOM ST,Mexican Restaurant,ABC License Data,INDEPENDENT
NEW ARCADE MARKET,SACRAMENTO,Sacramento,,3173 MARYSVILLE BLVD,Food Service,ABC License Data,INDEPENDENT
NEW ASIA SUPERMARKET,SACRAMENTO,Sacramento,,6418 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
NEW ASIAN N CAJUN 2,FAIR OAKS,Sacramento,,8121 GREENBACK LN,Asian Restaurant,ABC License Data,INDEPENDENT
NEW CHINA RESTAURANT,SACRAMENTO,Sacramento,,6363 RIVERSIDE BLVD,Restaurant,ABC License Data,INDEPENDENT
NEW CHINA STATION RESTAURANT,SACRAMENTO,Sacramento,,8136 GERBER RD,Restaurant,ABC License Data,INDEPENDENT
NEW KATHMANDU KITCHEN,SACRAMENTO,Sacramento,,3672 J ST,Food Service,ABC License Data,INDEPENDENT
NEW OSAKA JAPANESE CUISINE LLC,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License Data,INDEPENDENT
NEW SEOULZIP KOREAN RESTAURANT,RANCHO CORDOVA,Sacramento,,2827-2829 ZINFANDEL DR,Restaurant,ABC License Data,INDEPENDENT
NEW STATION RESTAURANT,SACRAMENTO,Sacramento,,1800 BROADWAY,Restaurant,ABC License Data,INDEPENDENT
NICK'S MARKET,SACRAMENTO,Sacramento,,1700 V ST,Food Service,ABC License Data,INDEPENDENT
NIXTACO / BAWK!,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
NIXTACO FOLSOM,FOLSOM,Sacramento,,185 PLACERVILLE RD,Mexican Restaurant,ABC License Data,INDEPENDENT
NOOK BISTRO AND WINE BAR,SACRAMENTO,Sacramento,,3610 MCKINLEY BLVD,Bar,ABC License Data,INDEPENDENT
NOROC RESTAURANT,CARMICHAEL,Sacramento,,4715 MANZANITA AVE,Restaurant,ABC License Data,INDEPENDENT
NORSE LEGEND MEAD @ SUNRISE MALL FARMERS MARKET,CITRUS HEIGHTS,Sacramento,,6041 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
NORSE LEGEND MEAD@ HISTORIC FOLSOM FARMERS MARKET,FOLSOM,Sacramento,,915 SUTTER ST,Food Service,ABC License Data,INDEPENDENT
NORTH RIDGE COUNTRY CLUB,FAIR OAKS,Sacramento,,7600 S MARIPOSA RD,Food Service,ABC License Data,INDEPENDENT
NORTHGATE FOOD & LIQUOR,SACRAMENTO,Sacramento,,3016 NORTHGATE BLVD,Food Service,ABC License Data,INDEPENDENT
NU WAY MARKET,RIO LINDA,Sacramento,,6800 FRONT ST,Food Service,ABC License Data,INDEPENDENT
NUGGET MARKET,ELK GROVE,Sacramento,,7101 ELK GROVE BLVD,Food Service,ABC License Data,CHAIN
NUGGET MARKET,SACRAMENTO,Sacramento,,1040 FLORIN RD,Food Service,ABC License Data,CHAIN
O CAFE,FAIR OAKS,Sacramento,,10131 FAIR OAKS BLVD,Restaurant,ABC License Data,INDEPENDENT
O'CONNOR'S WOODFIRE GRILL & BAR,ORANGEVALE,Sacramento,,9267 GREENBACK LN,Bar,ABC License Data,INDEPENDENT
O'MALLY'S PUB,SACRAMENTO,Sacramento,,1109 2ND ST,Food Service,ABC License Data,INDEPENDENT
OAK LIQUOR & CRAFT,FAIR OAKS,Sacramento,,6725 WINDING WAY,Food Service,ABC License Data,INDEPENDENT
OAK PARK BARDEGA,SACRAMENTO,Sacramento,,3326 BROADWAY,Bar,ABC License Data,INDEPENDENT
OAK PARK MARKET,SACRAMENTO,Sacramento,,3300 12TH AVE,Food Service,ABC License Data,INDEPENDENT
OAK WINE AND SPIRITS,FOLSOM,Sacramento,,9580 OAK AVE PKWY,Food Service,ABC License Data,INDEPENDENT
OCEAN SUSHI,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Food Service,ABC License Data,INDEPENDENT
OHGANE KOREAN BBQ,RANCHO CORDOVA,Sacramento,,2839 ZINFANDEL DR,Food Service,ABC License Data,INDEPENDENT
OHRI'S GAS AND MINI MART,ORANGEVALE,Sacramento,,9401 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
OISHII SUSHI & HEARTBEAT KTV,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License Data,INDEPENDENT
OLD TAVERN,SACRAMENTO,Sacramento,,1510 20TH ST,Bar,ABC License Data,INDEPENDENT
OLD TAVERN DISTILLERY LLC,SACRAMENTO,Sacramento,,3443 RAMONA AVE,Bar,ABC License Data,INDEPENDENT
OLD TOWN LIQUOR,ELK GROVE,Sacramento,,9655 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
OLD TOWN PIZZA & TAP HOUSE,ELK GROVE,Sacramento,,9677 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
OLIVE GARDEN ITALIAN RESTAURANT #6466  THE,SACRAMENTO,Sacramento,,3511 N FREEWAY BLVD,Restaurant,ABC License Data,INDEPENDENT
OLIVE GARDEN ITALIAN RESTAURANT THE,ELK GROVE,Sacramento,,7480 ELK GROVE BLVD,Restaurant,ABC License Data,INDEPENDENT
OLIVE GARDEN ITALIAN RESTAURANT THE 1241,SACRAMENTO,Sacramento,,1780 CHALLENGE WY,Restaurant,ABC License Data,INDEPENDENT
OLIVE GARDEN ITALIAN RESTAURANT THE 1246,CITRUS HEIGHTS,Sacramento,,5445 SUNRISE BLVD,Restaurant,ABC License Data,INDEPENDENT
OLIVE GARDEN ITALIAN RESTAURANT THE 1713,FOLSOM,Sacramento,,2485 IRON POINT RD,Restaurant,ABC License Data,INDEPENDENT
ONE SPEED PIZZA,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
